历史行情.指标排序自选股 日期:2017-07-18,二 指标:MACD(12,26,9)   KDJ(9,3,3)   DMI(7,6)   EXPMA(12,50)   
代码   	名称	 涨幅%%	 收盘	成交量	总金额	  DIF	  DEA	  MACD	  K	  D	  J	  PDI	  MDI	  ADX	  ADXR	  EXP1	  EXP2	
000089	深圳机场	1.24	8.97	7254080	64753712	-0.032	0.045	-0.155	18.139	31.221	-8.025	0.000	47.024	40.452	42.450	9.269	9.213	
000090	天健集团	1.73	11.20	18244348	202448992	0.240	0.296	-0.112	38.295	56.289	2.308	23.110	32.613	45.520	56.646	11.534	10.912	
000096	广聚能源	2.06	13.84	1431528	19635202	-0.276	-0.181	-0.191	27.601	24.291	34.220	0.000	51.562	79.803	53.242	14.262	14.834	
000099	中信海直					-0.284	-0.228	-0.112	26.352	19.940	39.177	10.714	44.388	82.785	67.943	11.458	11.962	
000100	TCL 集团					-0.010	0.001	-0.023	21.634	33.760	-2.617	30.909	32.727	11.893	19.248	3.487	3.488	
000150	宜华健康	0.00	24.28	927603	22385088	-0.201	-0.222	0.040	50.807	46.973	58.474	2.427	61.165	49.641	44.164	24.433	25.154	
000151	中成股份	1.19	17.07	4360247	74061944	-0.462	-0.227	-0.470	22.498	28.024	11.448	2.564	56.624	69.570	42.860	18.283	19.014	
000153	丰原药业	-2.83	9.62	8654060	82512264	-0.696	-0.304	-0.783	7.135	11.696	-1.987	0.000	76.087	86.998	48.492	11.302	12.231	
000156	华数传媒	0.43	13.97	2308691	32131674	-0.178	-0.085	-0.186	14.929	24.698	-4.610	2.793	60.894	65.893	43.457	14.510	14.996	
000157	中联重科	2.19	4.67	76519168	354096864	0.044	0.032	0.023	74.975	69.071	86.782	32.836	7.463	43.489	41.614	4.555	4.500	
000158	常山股份	1.41	10.80	13979110	193997840	-0.159	0.020	-0.359	17.738	21.563	10.087	2.655	56.342	38.990	26.376	11.510	11.475	
000159	国际实业	0.97	6.26	7083802	43703028	-0.072	-0.018	-0.108	29.228	42.736	2.211	9.709	50.000	43.534	59.536	6.722	7.054	
000166	申万宏源	0.00	5.62	29512224	165532112	0.030	0.032	-0.003	42.309	59.942	7.043	18.293	28.049	52.200	43.720	5.683	5.672	
000301	东方市场					-0.002	0.008	-0.020	30.695	37.373	17.340	18.367	30.612	25.605	25.588	5.107	5.093	
000333	美的集团	-1.58	41.00	37581524	1540916096	0.594	0.973	-0.758	35.579	40.861	25.016	14.697	10.689	29.818	29.735	41.881	39.560	
000338	潍柴动力	-0.88	6.72	64209928	872676032	0.242	0.250	-0.016	67.424	65.327	71.617	19.271	30.729	17.743	40.198	6.596	6.078	
000400	许继电气	-1.00	16.79	6703549	111866016	0.137	0.266	-0.259	21.827	36.624	-7.768	12.195	37.073	24.569	38.648	17.511	17.247	
000401	冀东水泥	2.59	15.06	42923648	644850304	-0.227	-0.185	-0.083	29.546	45.681	-2.724	21.175	42.195	33.116	48.921	15.930	16.434	
000402	金 融 街	1.93	12.17	31540488	380290624	0.127	0.092	0.069	69.361	60.935	86.212	34.821	4.911	39.214	39.893	11.802	11.526	
000403	ST生化					0.407	0.023	0.769	85.647	81.248	94.446	40.890	9.534	56.391	70.267	29.341	29.279	
000404	华意压缩	0.00	7.11	16486523	116124128	-0.126	-0.058	-0.135	25.467	36.685	3.033	3.684	60.526	57.687	51.134	7.610	7.941	
000407	胜利股份	-0.62	8.03	9518563	75436312	-0.351	-0.218	-0.267	9.703	9.245	10.619	0.000	60.905	100.000	85.068	8.873	9.480	
000408	藏格控股	0.60	13.40	2397801	31715928	-0.099	-0.072	-0.055	26.470	26.215	26.979	2.525	39.394	35.399	34.118	13.619	13.990	
000409	山东地矿	-0.73	6.84	12844108	87006296	-0.621	-0.340	-0.563	7.789	13.740	-4.113	7.381	60.714	68.224	55.324	8.391	9.608	
000410	*ST沈机	4.51	8.35	10997524	89443536	0.276	0.188	0.176	62.487	69.023	49.415	36.859	19.872	62.806	65.478	8.038	7.915	
000411	英特集团	1.28	20.54	388500	7931392	-0.122	-0.024	-0.196	25.734	40.032	-2.861	22.495	34.783	50.209	43.785	21.357	21.689	
000413	东旭光电	2.71	10.60	84690936	886404992	0.134	0.280	-0.292	19.586	34.275	-9.791	0.000	48.732	42.094	67.891	11.157	10.871	
000415	渤海金控	2.89	6.76	23642208	158264080	0.072	0.081	-0.018	44.308	55.749	21.424	7.692	39.316	47.050	65.743	6.765	6.678	
000416	民生控股	0.27	7.52	5134900	37833896	-0.113	-0.065	-0.097	26.675	38.070	3.886	0.000	63.576	59.439	60.953	7.909	8.320	
000417	合肥百货	1.36	8.17	3608809	29311774	0.048	0.076	-0.056	28.220	47.118	-9.575	17.045	23.295	59.542	73.652	8.331	8.291	
000418	小天鹅Ａ	0.95	44.57	1148480	50824940	-0.583	-0.375	-0.415	31.036	37.374	18.360	21.858	20.546	17.292	34.159	45.538	45.753	
000419	通程控股	1.72	6.52	2738457	17984380	-0.062	-0.019	-0.086	33.158	47.358	4.758	5.926	51.111	60.387	47.517	6.770	6.970	
000420	吉林化纤	3.34	3.40	20901628	70516528	0.056	0.020	0.072	73.071	75.972	67.271	33.333	18.333	55.468	50.389	3.251	3.248	
000421	南京公用	1.04	6.82	2198446	14894863	-0.055	-0.006	-0.098	22.018	30.058	5.938	4.425	58.407	51.207	47.192	7.085	7.269	
000422	湖北宜化	2.66	6.17	21395382	130174560	0.092	0.082	0.021	58.929	72.091	32.605	16.535	26.772	36.445	49.881	6.127	6.056	
000423	东阿阿胶	0.38	65.70	5473264	357691648	-0.587	-0.047	-1.081	23.155	21.449	26.567	15.355	28.791	55.283	60.098	67.047	66.904	
000425	徐工机械	0.79	3.83	65025032	246401840	0.077	0.078	-0.003	51.071	63.813	25.587	17.808	23.288	26.255	48.906	3.830	3.709	
000426	兴业矿业	1.46	9.04	16257547	146548688	0.253	0.289	-0.072	55.890	60.887	45.897	17.341	35.549	24.119	46.131	9.063	8.556	
000428	华天酒店	0.43	4.72	4325437	20355000	-0.089	-0.054	-0.069	19.621	34.573	-10.284	3.488	55.814	61.962	56.538	4.987	5.278	
000429	粤高速Ａ	6.83	9.23	51504844	464981952	0.030	-0.012	0.084	64.612	45.783	102.270	57.547	4.717	42.060	56.647	8.518	8.354	
000430	张家界	1.20	10.08	1854712	18551002	-0.094	-0.027	-0.135	23.201	30.169	9.264	6.667	51.667	35.325	35.279	10.408	10.646	
000488	晨鸣纸业	2.70	14.81	36303936	530954912	0.841	0.795	0.092	65.951	75.128	47.597	23.139	19.517	57.989	77.561	14.410	12.784	
000498	山东路桥	4.18	8.23	27908248	224813344	0.231	0.119	0.225	84.314	78.377	96.188	39.405	8.922	67.318	51.489	7.600	7.350	
000501	鄂武商Ａ	0.72	16.71	4421400	72649464	-0.083	0.100	-0.365	29.857	26.987	35.598	0.000	41.351	89.249	64.521	17.251	17.166	
000502	绿景控股	0.56	10.78	3769060	39806648	-0.372	-0.239	-0.266	19.662	29.750	-0.514	0.294	70.588	50.513	49.494	11.872	12.953	
000503	海虹控股					-2.068	-1.510	-1.118	10.553	22.241	-12.823	1.764	69.545	77.459	69.546	30.787	35.516	
000504	南华生物	1.35	20.20	3045651	60681516	0.156	0.485	-0.659	30.987	45.297	2.366	3.243	53.826	59.526	69.213	21.655	20.689	
000505	珠江控股	1.45	9.77	3389096	32879424	-0.148	-0.163	0.029	53.650	35.195	90.560	13.919	24.542	32.518	39.607	9.730	10.157	
000506	中润资源					-0.304	-0.158	-0.293	9.440	13.796	0.728	3.559	44.484	85.218	68.927	9.454	9.817	
000507	珠海港	0.92	10.98	32317090	352558976	-0.099	0.172	-0.541	19.281	20.340	17.164	4.308	45.805	62.848	47.406	11.833	11.365	
000509	华塑控股					-0.067	-0.066	-0.002	66.427	60.389	78.505	0.000	53.646	93.599	52.312	6.085	6.323	
000510	金路集团	5.71	9.82	21480758	204556640	0.436	0.416	0.041	48.144	58.364	27.704	26.276	22.306	53.438	62.419	9.595	9.004	
000513	丽珠集团	1.56	49.34	1215160	59570912	0.032	0.328	-0.593	20.492	22.294	16.887	6.995	14.767	33.751	23.626	49.669	48.752	
000514	渝 开 发	6.32	8.92	46704872	402714496	0.238	0.089	0.299	78.226	69.861	94.958	27.685	19.570	44.554	51.499	8.094	7.968	
000516	国际医学	1.22	4.99	13000722	64522932	-0.149	-0.105	-0.089	14.748	19.886	4.473	0.943	61.321	93.794	61.356	5.320	5.697	
000517	荣安地产	0.93	4.36	6169397	26581132	-0.062	-0.035	-0.053	29.676	34.289	20.449	22.656	44.531	50.925	33.851	4.512	4.668	
000518	四环生物	4.03	7.75	3168783	24098556	0.111	0.111	-0.000	53.301	60.117	39.668	14.563	28.155	24.674	42.663	7.676	7.544	
000519	中兵红箭	2.89	11.76	16297468	188833728	-0.061	0.084	-0.291	26.882	44.872	-9.099	8.893	52.767	47.383	61.617	12.745	13.110	
000520	长航凤凰	2.77	5.56	7953930	44102888	-0.103	-0.078	-0.049	30.281	30.794	29.254	7.692	48.718	31.128	32.968	5.733	6.055	
000521	美菱电器	0.69	5.87	5938367	34645636	-0.053	0.012	-0.130	13.114	18.990	1.361	5.405	51.351	53.415	55.218	6.156	6.277	
000523	广州浪奇	0.43	9.37	2644699	24642824	-0.070	-0.017	-0.105	31.708	28.462	38.201	7.763	41.096	53.781	69.375	9.649	9.881	
000524	岭南控股	-3.12	12.41	4994951	61203892	-0.060	-0.030	-0.061	42.954	39.661	49.541	16.349	36.240	68.361	62.198	12.687	12.991	
000525	红 太 阳	2.04	17.97	2464591	43945236	0.244	0.302	-0.116	39.449	50.211	17.924	13.107	38.107	19.563	33.236	18.085	17.766	
000526	*ST紫学	2.34	33.18	5223147	171337920	-0.634	-1.426	1.583	83.704	71.936	107.240	59.400	11.880	41.124	53.535	30.335	32.892	
000528	柳 工	5.26	9.20	33208304	300003296	0.211	0.185	0.052	71.102	66.347	80.613	29.310	20.259	34.886	57.589	8.805	8.447	
000529	广弘控股	-4.72	8.08	11510595	92416880	-0.162	-0.083	-0.158	26.706	40.217	-0.315	8.169	45.915	56.245	52.351	8.968	9.382	
000530	大冷股份	1.57	7.11	7473244	52655604	0.083	0.122	-0.077	32.055	40.925	14.317	28.923	37.231	33.991	43.967	7.330	7.237	
000531	穗恒运Ａ	0.35	8.65	2549206	21907594	-0.174	-0.066	-0.216	18.789	28.975	-1.582	2.793	61.453	72.747	52.723	9.199	9.585	
000532	华金资本	1.07	12.33	2492581	30489616	-0.422	-0.201	-0.443	12.841	15.524	7.474	0.000	58.294	60.968	37.128	13.481	14.408	
000533	万 家 乐	1.21	10.88	2307100	24852976	0.153	0.180	-0.054	43.006	51.350	26.316	10.884	26.871	33.575	64.882	10.882	10.618	
000534	万泽股份	1.98	10.80	1818922	19479562	-0.415	-0.312	-0.206	34.520	27.204	49.152	0.000	34.199	83.162	76.472	11.407	12.275	
000536	华映科技	-1.49	5.30	6550437	34617248	-0.097	-0.047	-0.099	24.736	35.317	3.575	2.542	58.475	69.916	49.724	5.638	5.915	
000537	广宇发展	1.40	7.22	4240236	30407490	-0.180	-0.078	-0.204	14.831	25.945	-7.396	0.000	64.162	85.247	50.974	7.733	8.103	
000538	云南白药	0.00	88.90	2766202	245966176	-0.483	-0.084	-0.799	50.189	40.543	69.480	12.337	25.977	46.403	59.418	90.068	89.471	
000539	粤电力Ａ	-0.38	5.27	4141707	21830936	0.003	0.007	-0.007	42.912	54.254	20.227	11.905	28.571	27.376	28.925	5.301	5.311	
000540	中天金融	9.39	7.57	255588656	1868806656	0.180	0.127	0.107	74.145	63.910	94.615	42.920	5.752	36.197	40.860	6.857	6.547	
000541	佛山照明	0.00	8.85	7218055	63729148	-0.030	0.004	-0.068	26.892	43.010	-5.344	7.692	44.231	63.833	55.417	9.100	9.193	
000543	皖能电力	0.37	5.43	6940670	37455536	-0.057	-0.008	-0.097	12.825	22.005	-5.535	3.750	53.750	70.282	48.266	5.643	5.812	
000544	中原环保	0.30	20.21	3155303	63480032	0.165	0.361	-0.392	19.146	32.635	-7.833	0.000	45.238	38.952	56.220	20.916	20.354	
000545	金浦钛业	5.88	6.12	37963604	225165280	0.136	0.130	0.014	51.099	58.216	36.864	6.190	28.095	43.058	60.498	6.014	5.836	
000546	金圆股份	0.88	10.29	5093790	52378804	0.050	0.133	-0.166	28.953	41.464	3.929	21.939	34.694	33.180	26.269	10.789	10.752	
000547	航天发展	0.85	9.49	10419224	97930232	-0.192	-0.114	-0.157	23.133	31.415	6.567	7.451	53.333	50.020	38.579	10.062	10.782	
000548	湖南投资	3.35	7.72	10288234	77980792	0.073	0.030	0.086	63.709	68.961	53.206	16.599	21.862	40.526	48.760	7.591	7.645	
000550	江铃汽车	0.20	20.55	2470652	52367548	0.137	0.124	0.026	36.256	53.807	1.154	24.419	24.128	45.385	49.883	20.711	20.998	
000551	创元科技	1.81	8.44	6034600	50523184	-0.293	-0.175	-0.236	18.017	22.274	9.503	0.939	57.747	83.815	78.087	9.053	9.549	
000552	靖远煤电	5.79	3.84	50426492	189329088	0.069	0.056	0.027	68.774	67.481	71.362	28.261	25.000	24.122	58.936	3.669	3.579	
000553	沙隆达Ａ	1.91	13.32	5653743	74711760	0.165	0.264	-0.199	28.075	44.577	-4.927	22.921	45.618	30.667	56.553	13.858	13.587	
000554	泰山石油	1.57	7.78	7271796	56389804	-0.199	-0.200	0.001	38.706	47.722	20.673	12.844	50.459	32.044	43.003	8.144	8.875	
000555	神州信息					-0.057	-0.138	0.163	68.324	63.507	77.956	34.375	8.482	24.757	32.704	16.694	17.303	
000557	西部创业					-0.212	-0.106	-0.211	23.923	15.565	40.640	8.889	43.889	81.918	68.384	6.005	6.231	
000558	莱茵体育	1.09	6.47	9625477	61845972	-0.242	-0.106	-0.271	10.914	12.369	8.002	4.206	59.346	66.252	47.372	7.130	7.602	
000559	万向钱潮	0.10	9.86	9415514	92323024	0.059	0.168	-0.218	23.150	26.166	17.117	0.000	45.192	59.890	56.162	10.184	9.993	
000560	昆百大Ａ	1.32	8.42	1283017	10722502	-0.088	-0.047	-0.083	29.950	32.933	23.984	0.000	62.651	42.773	40.939	8.737	9.012	
000561	烽火电子	1.83	9.45	3680592	34334860	-0.106	-0.006	-0.201	22.911	35.850	-2.969	4.138	55.862	44.636	52.127	10.049	10.536	
000563	陕国投Ａ	7.65	5.77	157531536	888749824	0.097	0.042	0.109	63.270	55.651	78.507	43.284	4.478	56.496	49.931	5.322	5.304	
000564	供销大集	5.65	7.11	23428256	164289520	0.025	-0.045	0.140	68.596	58.167	89.453	49.038	6.731	58.437	56.859	6.636	6.781	
000565	渝三峡Ａ	-0.21	9.66	7826250	74820216	0.021	0.044	-0.046	43.046	48.989	31.159	15.290	28.746	36.822	26.577	10.048	10.231	
000566	海南海药	-0.98	13.14	3832051	50042500	0.042	0.029	0.027	75.116	77.831	69.687	15.986	43.537	74.684	50.533	13.283	13.238	
000567	海德股份	-0.55	27.05	7502467	195844096	0.585	0.547	0.076	48.342	51.472	42.082	42.314	23.489	49.171	38.944	26.610	26.072	
000568	泸州老窖	1.13	48.51	7155740	343471136	0.060	0.301	-0.483	53.691	50.895	59.281	10.275	23.118	31.264	42.340	48.840	47.623	
000570	苏常柴Ａ	2.86	7.19	7552963	53270048	0.040	0.017	0.044	52.897	60.554	37.582	23.980	25.510	25.801	33.026	7.099	7.209	
000571	新大洲Ａ					0.035	-0.026	0.122	83.240	73.055	103.609	37.423	10.429	43.883	28.151	7.736	7.737	
000572	海马汽车	-0.42	4.77	11185228	53087868	-0.062	-0.024	-0.075	29.497	42.792	2.908	2.970	53.465	53.611	41.197	5.052	5.201	
000573	粤宏远Ａ	0.84	5.98	4525965	26792578	-0.127	-0.085	-0.085	26.026	25.818	26.443	15.823	46.203	35.330	25.772	6.250	6.617	
000576	广东甘化	1.84	16.58	7564642	123989344	-0.138	-0.110	-0.056	71.137	56.663	100.084	9.066	47.802	76.247	47.831	16.505	16.644	
000581	威孚高科	-0.40	24.65	13440870	329371136	0.548	0.704	-0.311	37.811	43.556	26.321	17.949	32.967	20.911	29.846	25.058	23.856	
000582	北部湾港	2.08	11.78	9419767	109730976	-0.043	-0.136	0.186	57.706	61.847	49.423	24.949	24.949	43.055	29.310	11.773	12.144	
000584	友利控股	-2.02	12.60	8087400	102205128	0.160	0.263	-0.206	47.479	51.160	40.118	1.027	36.301	47.752	31.352	12.988	12.435	
000585	东北电气	-0.19	5.28	9401152	49282680	-0.228	-0.266	0.075	61.043	48.117	86.896	15.054	25.269	25.785	55.894	5.292	5.905	
000586	汇源通信	0.83	21.93	1261983	27647512	0.849	0.707	0.286	74.660	77.637	68.705	35.096	12.660	77.340	64.593	21.242	19.803	
000587	金洲慈航	2.70	7.98	31088138	245078480	0.123	0.082	0.082	85.593	77.565	101.648	23.148	29.630	69.976	67.284	7.680	7.479	
000589	黔轮胎Ａ	1.32	5.38	7708993	40998124	0.007	0.034	-0.054	39.176	58.934	-0.340	14.953	49.533	33.914	54.862	5.561	5.580	
000590	启迪古汉	1.91	15.97	1394484	21805362	-0.241	-0.238	-0.005	56.192	45.330	77.916	3.185	46.815	66.986	50.535	15.949	16.637	
000591	太阳能	1.35	5.24	8422428	43695948	-0.044	-0.048	0.007	36.985	48.741	13.474	9.565	46.087	55.524	56.347	5.362	5.536	
000592	平潭发展	1.80	5.10	11061716	56006788	-0.063	-0.002	-0.122	19.541	29.828	-1.032	10.077	47.287	54.221	36.401	5.336	5.489	
000593	大通燃气	1.36	8.18	1677482	13656815	-0.086	-0.017	-0.138	28.485	42.725	0.004	0.546	54.098	34.546	62.511	8.647	8.909	
000595	*ST宝实	0.43	4.68	14168706	64968060	0.044	0.038	0.012	32.266	42.696	11.406	27.647	32.941	19.325	35.980	4.761	5.022	
000596	古井贡酒	0.17	47.07	2338733	108154456	-0.454	-0.146	-0.617	29.708	28.224	32.677	11.507	36.180	49.671	58.226	48.404	49.023	
000597	东北制药	-0.91	10.90	14205707	153661984	0.151	0.179	-0.055	40.207	56.545	7.532	29.518	32.530	35.013	36.028	11.419	11.228	
000598	兴蓉环境	0.18	5.57	22049818	122934032	0.017	0.032	-0.030	28.413	45.370	-5.502	14.925	44.776	34.970	60.817	5.675	5.658	
000599	青岛双星	1.26	6.44	4840670	30768630	-0.074	-0.031	-0.086	29.983	41.239	7.471	9.032	52.258	41.354	41.481	6.705	6.913	
000600	建投能源	0.39	10.38	24270694	248673872	-0.576	-0.334	-0.483	13.366	14.246	11.605	0.000	65.819	98.193	93.657	11.609	12.285	
000601	韶能股份	2.05	6.98	3494151	24936768	0.018	0.019	-0.001	46.569	51.866	35.976	13.393	28.571	29.014	29.771	6.977	7.058	
000603	盛达矿业	1.25	12.95	3520224	45226640	0.091	0.180	-0.178	29.235	41.281	5.145	11.055	41.457	29.434	49.700	13.424	13.411	
000605	渤海股份	1.81	25.27	13304410	333688064	-1.048	-0.556	-0.985	20.573	29.022	3.676	0.000	38.920	76.197	47.609	27.865	29.132	
