历史行情.指标排序沪深Ａ股 日期:2017-07-20,四 指标:MACD(12,26,9)   VR(24,6)   CR(26,10,20,40,62)   BRAR(26)   
代码   	名称	 涨幅%%	 收盘	成交量	总金额	  DIF	  DEA	  MACD	  VR	  MAVR	  CR	  MA1	  MA2	  MA3	  MA4	  BR	  AR	
603158	腾龙股份	0.00	19.00	806200	15357022	-0.775	-0.581	-0.389	60.553	54.210	55.258	107.155	88.877			49.759	57.187	
603159	上海亚虹	-0.44	29.64	998676	30160134	-1.322	-0.883	-0.879	85.707	85.770	78.896	104.104	84.533			70.273	64.257	
603160	汇顶科技	-0.03	92.18	1015926	94577784	-1.211	0.230	-2.882	159.099	185.001	101.462	169.773	134.681			99.476	113.229	
603165	荣晟环保	-1.41	62.97	3738580	234423952	-0.375	0.433	-1.615	67.323	76.049	86.456	152.211	135.830			76.493	108.119	
603166	福达股份	2.32	11.03	15644264	173958192	-0.175	-0.200	0.051	154.078	110.567	101.453	118.325	69.645			105.923	102.093	
603167	渤海轮渡	-0.35	11.55	9088644	104903696	0.198	0.177	0.042	146.733	155.338	166.598	196.822	141.820			124.719	140.964	
603168	莎普爱思	1.45	22.40	692669	15572478	-0.435	-0.284	-0.301	78.239	71.347	59.038	111.889	104.291			71.791	79.560	
603169	兰石重装	-0.90	11.05	5453614	60597740	-0.449	-0.395	-0.109	73.894	62.978	44.011	70.442	105.118			42.312	49.325	
603177	德创环保	-0.18	16.70	1417200	23861164	-0.770	-0.495	-0.551	61.426	88.521	64.770	95.190	86.607			77.722	104.162	
603178	圣龙股份	-0.69	15.75	2260947	36139928	-0.803	-0.542	-0.521	107.332	118.345	66.149	99.804	73.196			64.465	72.373	
603179	新泉股份	-2.29	40.98	2807029	117124864	-0.464	0.046	-1.019	164.404	163.690	95.689	127.390	98.533			93.338	118.426	
603180	金牌厨柜	-1.32	70.90	608698	43713744	2.040	2.915	-1.750	190.552	181.379	127.896	134.368	148.905			111.550	115.511	
603186	华正新材	-0.39	41.35	1752987	72389192	0.170	0.444	-0.549	154.405	157.128	99.843	147.465	125.666			84.114	96.502	
603188	亚邦股份	1.48	17.87	10331833	184431312	0.162	0.163	-0.003	198.526	171.261	133.333	164.795	128.866			93.151	111.250	
603189	网达软件	-1.12	18.53	1093439	20537592	-0.652	-0.340	-0.625	70.231	89.196	68.603	118.410	95.240			72.727	94.917	
603196	日播时尚	-0.45	13.21	4040905	54259840	-0.459	-0.042	-0.833	51.182	54.044	37.225	118.666	264.682			43.913	93.278	
603197	保隆科技	-1.06	44.94	4544385	204121040	-0.443	0.816	-2.520	87.742	92.194	118.832	126.186	147.142			105.674	128.513	
603198	迎驾贡酒	0.21	19.40	4774272	91984456	0.075	0.023	0.104	142.844	129.889	128.521	126.239	99.377			97.849	124.079	
603199	九华旅游	-0.23	35.14	638081	22454144	-0.458	-0.125	-0.666	57.145	60.083	86.417	120.932	106.567			84.238	93.577	
603200	上海洗霸	0.14	35.15	1341300	47469664	-0.800	0.462	-2.525	59.366	67.260	42.008	147.225				52.129	107.150	
603203	快克股份	-0.62	36.71	649012	24091864	-0.329	0.060	-0.778	92.820	113.327	82.134	133.898	92.914			88.200	96.728	
603208	江山欧派	0.45	51.56	261205	13474140	0.125	0.811	-1.374	147.129	144.040	103.841	216.016	133.143			56.923	84.668	
603218	日月股份	3.74	31.62	3189040	99410664	-1.273	-0.887	-0.773	112.639	117.564	66.776	93.313	69.311			69.003	98.200	
603222	济民制药	0.77	14.46	700705	10082658	-0.084	-0.090	0.012	89.397	91.020	82.386	85.523	107.545			70.248	72.521	
603223	恒通股份	-0.80	25.89	2784301	71066904	0.120	-0.054	0.347	132.871	121.800	109.817	117.083	101.165			122.117	124.243	
603225	新凤鸣	1.19	36.69	18249432	686634944	-0.325	-0.423	0.197	206.019	159.716	120.593	113.753	81.448			139.634	82.000	
603226	菲林格尔	-1.76	29.06	1721838	50432280	-0.101	0.737	-1.677	80.257	79.308	106.411	161.304				120.118	68.722	
603227	雪峰科技	2.65	6.59	9094730	60520948	-0.046	-0.002	-0.088	118.196	115.611	128.697	145.190	87.496			117.867	162.092	
603228	景旺电子	1.54	44.70	2450496	109328312	-0.580	-0.183	-0.793	142.996	137.861	91.532	138.259	119.967			92.065	105.469	
603229	奥翔药业	-0.12	17.29	1911975	33397884	-0.666	-0.272	-0.789	58.388	64.420	55.022	80.284	118.782			56.180	91.828	
603232	格尔软件	-1.75	46.09	1130975	53175864	-2.359	-1.478	-1.762	89.819	117.486	64.637	101.495	80.753			65.339	90.607	
603238	诺邦股份					-0.366	-0.191	-0.350	144.352	92.216	44.426					68.590	68.261	
603239	浙江仙通	-1.61	23.28	3726900	87921184	-0.806	-0.588	-0.436	94.929	103.137	75.103	104.662	75.761			75.332	85.862	
603258	电魂网络	0.15	33.73	1400611	47851840	-1.708	-0.862	-1.691	43.163	55.551	59.233	126.756	106.942			60.203	88.665	
603266	天龙股份	0.13	30.59	1281800	39169552	-1.115	-0.741	-0.749	121.114	122.623	73.930	103.335	84.369			72.590	76.914	
603268	松发股份	0.64	28.17	1080438	30468822	-1.970	-1.862	-0.216	76.992	68.331	63.545	56.304	36.338			76.689	74.230	
603269	海鸥股份	-0.86	26.38	1169135	31109974	-0.362	0.314	-1.351	92.310	94.874	59.730	103.528	176.920			57.671	107.607	
603286	日盈电子	-0.41	24.41	4734256	117522824	3.559	3.635	-0.153	79.634	145.237	216.480					224.683	77.180	
603288	海天味业	3.40	40.12	5063796	200620160	-0.299	-0.327	0.056	69.992	56.597	75.416	98.984	142.281			90.046	85.845	
603298	杭叉集团	-0.05	18.90	3361841	64241256	-0.632	-0.448	-0.369	97.823	110.766	69.660	99.551	73.571			69.603	81.055	
603299	井神股份					-0.286	-0.170	-0.232	100.281	104.871	67.284	80.309				72.749	95.055	
603300	华铁科技	1.03	10.78	9095052	97969472	-0.185	-0.094	-0.181	120.658	127.215	88.761	130.077	100.185			88.701	98.760	
603303	得邦照明	-0.28	28.92	2039707	59395396	-0.882	-0.361	-1.040	100.578	107.312	86.519	140.230	99.389			73.548	88.154	
603305	旭升股份	10.01	34.74	300411	10436278	3.660	1.822	3.675	48854.77	23928.58	1572.593					686.297		
603306	华懋科技	-0.27	29.47	797250	23664640	-0.310	-0.022	-0.577	107.230	127.502	74.700	158.190	148.386			65.625	91.949	
603308	应流股份	0.15	13.22	2505797	33238852	-0.304	-0.171	-0.267	106.153	103.285	80.853	103.579	74.751			79.884	85.861	
603309	维力医疗	4.93	18.09	2547214	44670292	-0.068	0.003	-0.143	122.522	115.738	92.303	139.096	94.028			74.745	108.469	
603311	金海环境	-0.91	17.47	3486715	61296100	-0.330	-0.041	-0.579	57.617	74.929	91.831	145.368	88.628			64.333	83.388	
603313	梦百合	-0.43	32.21	1172591	37956444	0.532	0.693	-0.322	238.448	285.859	155.500	164.900	100.433			109.216	119.926	
603315	福鞍股份	0.12	16.41	968800	15884851	-0.033	0.059	-0.184	107.900	139.878	88.209	124.267	87.658			75.818	126.531	
603316	诚邦股份	0.95	15.88	5201225	83697912	0.781	1.526	-1.489	137.930	137.220	142.029	392.658				116.738	114.115	
603318	派思股份	1.86	11.48	1665959	19008184	-0.023	0.003	-0.051	160.738	148.172	101.909	116.110	84.792			89.737	85.280	
603319	湘油泵	-1.83	40.88	1635827	67821704	0.138	0.539	-0.800	138.597	183.449	110.105	154.901	125.582			94.655	137.043	
603320	迪贝电气	2.53	36.10	3614578	129617240	0.610	0.835	-0.449	93.245	107.825	120.006	126.357	124.261			67.991	112.314	
603322	超讯通信	1.63	39.27	2031184	80782848	-2.759	-1.876	-1.767	76.690	120.247	68.336	113.527	85.191			80.380	67.649	
603323	吴江银行	0.88	11.40	7188113	82044256	-0.279	-0.281	0.006	76.701	76.716	71.278	92.288	70.608			82.429	89.779	
603326	我乐家居	-2.15	20.04	5835525	119207728	0.577	1.635	-2.116	146.260	151.311	128.883	289.979				100.207	168.509	
603328	依顿电子	0.08	12.55	6061913	76813192	-0.545	-0.394	-0.301	68.176	59.933	48.827	99.090	105.957			51.963	82.595	
603330	上海天洋	10.01	45.05	5768230	257532208	-2.275	-0.853	-2.844	120.348	104.980	65.595	158.376	129.459			51.785	98.314	
603331	百达精工	-1.97	20.45	6310960	132181632	2.134	1.804	0.660	57.173	54718.63	190.285					161.046	80.000	
603333	明星电缆	1.61	6.94	2343666	16283578	-0.037	-0.016	-0.042	119.592	117.577	117.984	125.298	82.928			87.143	69.103	
603335	迪生力	-2.51	13.97	12291610	174115696	2.005	2.362	-0.713	33.884	34.935	178.361	1580.381				193.834	58.302	
603336	宏辉果蔬	-3.48	25.27	3187861	82861656	-0.392	0.002	-0.788	152.809	192.327	95.892	99.305	74.864			79.069	153.771	
603337	杰克股份	-0.53	37.89	1745400	66709944	0.352	0.591	-0.478	157.087	158.755	123.623	150.697	139.889			104.173	116.352	
603338	浙江鼎力	0.44	59.18	942830	55627892	-0.582	0.216	-1.596	87.985	97.626	87.510	171.062	147.807			94.640	101.796	
603339	四方冷链	0.00	23.14	1139700	26535232	-0.750	-0.460	-0.580	53.346	61.965	66.723	117.812	94.969			71.388	68.756	
603345	安井食品	-0.83	22.71	2695105	61947584	-1.377	-1.209	-0.335	69.511	77.387	75.103	95.223	53.128			68.892	102.362	
603355	莱克电气	1.80	53.83	1030300	54908028	-0.868	-0.274	-1.188	115.102	120.200	83.921	136.333	129.237			84.069	83.911	
603358	华达科技	-0.26	46.10	1482746	68872728	-0.870	-0.247	-1.245	83.920	99.780	79.421	142.024	100.828			85.033	103.472	
603360	百傲化学	0.04	25.03	1203939	30476160	-0.972	-0.512	-0.920	118.264	119.519	73.440	134.943	86.926			65.194	83.476	
603366	日出东方	-0.25	8.07	7858273	62884752	0.077	0.034	0.087	77.701	69.964	113.861	119.092	128.401			77.622	98.425	
603368	柳州医药	1.32	54.36	1090263	59424608	-0.483	0.010	-0.986	121.759	101.942	82.018	163.116	134.642			91.078	98.437	
603369	今世缘	1.77	13.78	14186045	192786816	0.201	0.138	0.126	150.992	129.874	129.510	138.202	123.143			86.253	118.635	
603377	东方时尚	-0.54	35.16	696995	24497194	-0.375	-0.243	-0.264	104.192	111.983	82.779	108.779	113.210			55.181	73.132	
603380	易德龙	-1.73	21.07	4136475	88507840	0.947	1.862	-1.829	91.961	96.191	128.126					105.843	64.147	
603383	顶点软件	-1.06	38.39	1211815	47230348	-0.932	0.166	-2.197	83.214	114.578	69.196	96.927	156.250			72.770	104.375	
603385	惠达卫浴	-0.64	23.12	3241296	75700872	-1.305	-0.927	-0.756	80.707	83.472	43.052	76.137	95.246			53.485	72.073	
603387	基蛋生物	10.01	42.64	31600	1347424	1.409	0.432	1.954	723.129									
603388	元成股份	-2.53	38.47	4393755	171440480	1.182	1.254	-0.145	91.087	109.288	116.968	159.612	134.196			100.264	106.795	
603389	亚振家居	2.47	16.58	5290819	86978128	-0.324	-0.164	-0.320	108.578	103.453	97.324	137.355	83.601			94.472	132.818	
603393	新天然气	-0.41	36.46	644992	23657492	-0.896	-0.569	-0.655	119.937	134.273	68.440	106.205	86.935			66.147	76.300	
603398	邦宝益智	0.93	18.39	1146148	21182140	-1.321	-1.176	-0.290	74.435	74.798	68.552	79.227	44.296			62.445	105.794	
603399	新华龙	-0.58	13.62	6199457	84532816	0.369	0.350	0.039	152.348	165.072	149.891	157.568	138.097			119.048	157.353	
603416	信捷电气	0.10	29.78	797951	24069162	-1.220	-0.617	-1.208	126.339	143.425	79.772	118.907	92.791			73.189	106.633	
603421	鼎信通讯	6.21	31.62	4588055	141745696	0.672	0.574	0.195	154.239	131.057	133.140	155.431	87.001			111.593	153.365	
603429	集友股份	-3.19	70.36	182200	13176077	-2.167	-1.051	-2.232	97.538	98.225	67.987	104.737	113.103			81.484	84.593	
603444	吉比特	-0.62	242.05	699154	171066704	-8.973	-4.749	-8.447	59.984	71.128	53.635	116.376	142.431			52.657	67.517	
603456	九洲药业	-0.59	16.81	1744795	29411344	0.242	0.279	-0.074	152.101	162.652	149.044	210.386	136.237			129.212	128.051	
603488	展鹏科技	-0.94	14.73	2512204	37605032	-0.706	-0.345	-0.722	76.719	81.201	68.342	57.216	99.667			60.640	95.460	
603496	恒为科技	-1.60	29.43	1604550	47980764	0.078	1.212	-2.269	46.232	46.825	75.673	174.105	445.192			98.414	79.510	
603501	韦尔股份					2.351	2.648	-0.592	82.550	84.721	145.806					192.809	83.298	
603505	金石资源	-0.65	19.95	12679873	256080096	0.364	0.884	-1.040	139.055	162.610	136.792	121.254	148.414			120.172	231.158	
603508	思维列控	-0.73	48.73	476571	23440652	-1.067	-0.502	-1.130	57.661	67.510	70.441	123.317	107.158			62.955	82.312	
603515	欧普照明	-1.21	35.81	1254901	45105464	0.067	0.268	-0.402	68.926	92.745	91.166	157.007	126.457			75.062	65.181	
603517	绝味食品	-0.13	31.30	1270044	40112780	-1.129	-0.791	-0.675	92.702	94.424	48.613	99.415	85.897			57.953	70.601	
603518	维格娜丝	0.48	22.88	638642	14669346	-0.422	-0.227	-0.389	122.137	121.081	85.898	144.166	96.388			87.026	92.077	
603519	立霸股份	0.86	25.81	1940108	49863064	0.643	0.149	0.988	203.500	218.646	145.116	101.332	72.845			121.894	131.720	
603520	司太立	0.00	29.86	580800	17399184	-0.368	-0.108	-0.521	100.804	115.516	93.720	134.132	102.883			72.471	85.162	
603528	多伦科技	0.09	11.03	5891269	65542336	-0.861	-0.488	-0.746	37.866	43.980	41.562	109.348	114.883			42.898	63.217	
603536	惠发股份	-0.15	19.63	3733395	73930032	0.979	1.855	-1.751	88.136	94.980	134.880	275.499				148.601	78.103	
603538	美诺华	-1.52	26.61	1194911	32233866	-0.911	-0.530	-0.764	141.939	168.600	65.931	118.548	88.054			70.446	79.055	
603555	贵人鸟	-0.09	22.65	2096586	47135032	0.274	0.372	-0.195	188.649	189.639	97.549	166.129	124.162			99.355	93.572	
603556	海兴电力	-0.67	40.00	709694	28544000	-1.338	-1.051	-0.574	59.791	61.246	28.404	62.584	98.470			58.900	67.201	
603558	健盛集团	1.88	16.23	1802025	29114268	-0.191	0.014	-0.410	154.090	154.943	81.967	146.572	125.327			96.503	101.759	
603559	中通国脉	-3.63	23.11	2999440	70451480	-2.331	-2.564	0.465	52.489	47.452	39.173	20.199				29.385	99.032	
603566	普莱柯	-0.75	22.63	365800	8340606	-0.470	-0.377	-0.186	78.105	97.327	79.176	86.528	92.030			87.500	114.427	
603567	珍宝岛	-1.28	16.20	1960102	31827788	-0.039	0.012	-0.103	82.673	83.702	87.627	119.818	103.943			73.550	65.667	
603568	伟明环保	0.75	20.07	1333109	26717428	-0.345	-0.168	-0.354	93.988	113.897	66.815	117.079	110.755			63.063	70.755	
603569	长久物流	-0.88	30.37	1016299	31082808	-0.961	-0.743	-0.436	76.272	81.225	55.606	83.614	90.044			58.338	67.221	
603577	汇金通	-1.73	17.57	2949103	52679428	-0.909	-0.607	-0.604	68.455	84.315	64.081	103.299	96.156			61.141	76.484	
603578	三星新材	-1.56	46.78	1768832	83033632	1.225	1.382	-0.314	221.233	342.203	182.733	279.102	185.731			73.759	109.053	
603579	荣泰健康	-0.98	115.29	226800	26505770	-3.159	-1.580	-3.157	57.678	60.794	61.529	125.268	112.037			62.738	79.435	
603580	艾艾精工	-0.52	32.63	760909	25183604	0.525	1.857	-2.664	57.351	76.278	41.734	180.016	634.229			50.392	67.853	
603585	苏利股份	-0.56	30.31	750900	22935722	-1.188	-0.787	-0.802	83.329	86.101	44.043	98.829	84.299			53.100	58.911	
603586	金麒麟	-0.82	30.10	2248024	68368280	-1.169	-0.793	-0.752	68.148	71.537	66.066	99.305	93.440			68.972	90.160	
603588	高能环境					-0.214	-0.073	-0.282	80.788	94.524	80.256	106.786	81.047			67.867	69.377	
603589	口子窖	2.38	37.86	2805244	106071984	0.353	0.493	-0.280	177.428	123.346	110.971	150.344	171.232			92.510	142.406	
603595	东尼电子	10.01	33.18	84998	2820234	2.602	1.126	2.952	5282.442	2107.846								
603598	引力传媒					-0.025	-0.008	-0.034	59.446		24.742					114.545	47.500	
603599	广信股份	7.51	15.46	4129931	61476052	-0.066	-0.043	-0.046	122.439	95.308	113.429	134.130	93.230			90.934	101.749	
603600	永艺股份	-0.43	16.27	2350009	38419576	0.150	0.347	-0.394	163.089	171.838	128.666	192.270	108.679			111.588	129.474	
603601	再升科技	3.80	14.46	2663205	38637084	-0.307	-0.231	-0.150	94.827	85.700	71.190	78.708				78.168	93.055	
603603	博天环境	-0.81	36.61	4273461	156846400	-1.762	-1.020	-1.484	70.733	73.353	56.928	103.413	141.010			61.159	111.523	
603606	东方电缆	0.64	11.04	1096167	12064060	-0.197	-0.077	-0.239	154.574	150.089	86.627	118.640	91.440			81.263	98.086	
603608	天创时尚					0.000	0.000	0.000	100.000		100.000					42.188	54.237	
603609	禾丰牧业	0.00	8.94	3957811	35683112	-0.159	-0.074	-0.169	116.042	125.152	77.159	136.600	109.736			67.787	71.098	
603611	诺力股份	0.38	23.91	890424	21366268	-0.621	-0.243	-0.756	61.812	60.918	80.429	142.669	95.723			67.734	80.479	
603612	索通发展	10.01	13.74	8000	109920	0.261	0.067	0.388	270.297									
603615	茶花股份	0.12	17.25	2224163	38652528	-0.482	-0.145	-0.675	108.005	107.474	90.033	138.413	95.755			82.214	98.911	
603616	XD韩建河	1.11	20.03	13406616	271725920	-1.817	-1.446	-0.740	89.460	74.768	57.949	69.579	69.252			61.718	125.645	
603617	君禾股份	-2.78	23.77	6738158	165427680	3.294	2.777	1.033	56.997	59585.23	218.104					174.255	237.333	
603618	杭电股份	5.23	10.46	17079088	178867696	0.107	0.209	-0.205	155.025	147.310	130.000	174.091	111.969			134.838	162.422	
603626	科森科技	1.87	57.17	2112953	122677592	-0.801	0.244	-2.089	92.746	88.961	111.691	164.505	142.672			112.644	112.870	
603628	清源股份	-2.35	17.43	6287779	111264224	-1.643	-1.245	-0.796	58.517	63.793	50.266	88.495	81.159			53.793	81.198	
603630	拉芳家化	-0.22	31.47	1710345	54368652	-1.124	-0.540	-1.169	86.179	97.674	79.301	123.481	89.854			76.471	90.408	
603633	徕木股份	0.49	22.73	1210500	27648998	-1.926	-1.550	-0.751	59.954	48.143	34.055	77.601	91.372			37.100	37.736	
603636	南威软件	0.49	10.25	3915199	40206904	-0.635	-0.493	-0.284	79.141	100.843	65.477	94.176	70.091			83.830	84.409	
603637	镇海股份	-1.80	26.25	1232730	32608762	-1.079	-0.594	-0.968	82.913	111.782	73.778	101.613	92.291			77.936	94.124	
603638	艾迪精密	-9.98	28.94	9323119	273808320	-0.420	0.390	-1.620	49.086	70.818	66.744	169.434	150.984			58.965	59.180	
603639	海利尔	-1.37	48.24	1946447	94954720	-0.739	-0.025	-1.427	151.416	175.379	87.766	141.461	100.786			86.378	105.734	
603656	泰禾光电	0.22	31.71	491920	15870836	-0.834	-0.574	-0.519	90.548	87.107	76.564	108.792	82.627			69.755	97.135	
603658	安图生物	0.46	41.44	366100	15159632	-0.039	0.272	-0.623	133.254	134.806	102.332	158.863	126.112			82.617	96.479	
603660	苏州科达	-2.67	34.99	2646195	93613400	-0.314	0.367	-1.362	71.526	79.997	101.016	181.999	147.726			96.488	123.739	
603663	三祥新材	-1.66	26.07	1234500	32461812	-0.794	-0.439	-0.711	132.108	134.268	76.962	113.718	93.278			61.326	86.259	
603665	康隆达	-0.35	33.93	737832	25375340	-1.684	-1.047	-1.274	57.845	72.904	38.094	120.798	103.193			53.743	54.281	
603667	五洲新春	-0.64	20.25	1155200	23657688	-0.812	-0.484	-0.657	122.306	149.751	69.083	107.875	94.153			71.309	92.585	
603668	天马科技	4.96	15.24	10791960	161436432	0.085	0.308	-0.446	149.041	142.867	94.889	148.605	91.463			104.317	92.788	
603669	灵康药业	-0.74	21.33	850435	18203452	-0.346	-0.233	-0.226	89.140	90.639	76.030	126.065	88.197			65.811	71.270	
603676	卫信康					0.000	0.000	0.000	100.000									
603677	奇精机械	0.06	33.19	546234	18203790	0.790	0.883	-0.185	230.775	232.478	176.838	155.826	113.148			94.454	162.930	
603678	火炬电子	-0.97	23.54	2885159	68670224	-0.602	-0.053	-1.097	64.706	109.234	81.628	156.948	118.076			84.511	84.254	
603679	华体科技	4.79	23.86	5969993	142199184	1.766	2.555	-1.577	104.137	91.183	173.587					178.148	63.668	
603686	龙马环卫	-0.16	32.18	697111	22501822	-0.431	-0.172	-0.517	55.721	72.866	65.262	98.156	114.917			74.912	93.280	
