历史行情.指标排序沪深Ａ股 日期:2017-07-19,三 指标:MACD(12,26,9)   WR(14,28)   CCI(14)   OBV(30)   
代码   	名称	 涨幅%%	 收盘	成交量	总金额	  DIF	  DEA	  MACD	  WR1	  WR2	  CCI	  OBV	  MAOBV	
000423	东阿阿胶	0.88	66.28	7022639	463123808	-0.605	-0.159	-0.893	76.271	79.537	-74.782	11807062.0	11899474.0	
000425	徐工机械	3.92	3.98	129682144	509180384	0.083	0.079	0.007	0.000	0.000	101.638	83592088.0	80185592.0	
000426	兴业矿业	6.64	9.64	40884064	391553312	0.280	0.287	-0.014	14.094	9.906	154.926	22450440.0	21828950.0	
000428	华天酒店	1.06	4.77	4766679	22612876	-0.100	-0.064	-0.072	81.818	83.607	-142.813	14423394.0	14448643.0	
000429	粤高速Ａ	0.33	9.26	48931792	445409536	0.087	0.007	0.159	7.634	15.385	214.861	14929386.0	13882518.0	
000430	张家界	0.69	10.15	1733884	17492596	-0.108	-0.043	-0.130	70.874	70.874	-126.151	11220175.0	11195963.0	
000488	晨鸣纸业	5.00	15.55	54589320	833930816	0.870	0.810	0.120	6.441	4.612	80.328	47264044.0	45155400.0	
000498	山东路桥	1.82	8.38	30904160	260286176	0.277	0.150	0.252	10.390	9.040	144.369	24851642.0	23289436.0	
000501	鄂武商Ａ	3.11	17.23	6793577	113818968	-0.078	0.064	-0.285	53.053	54.275	-72.807	6877117.0	6970189.5	
000502	绿景控股	0.65	10.85	2180905	23526498	-0.426	-0.277	-0.299	76.316	80.000	-157.939	5806147.0	5813610.0	
000503	海虹控股					-2.068	-1.510	-1.118	100.000	100.000	-277.796	12478492.0	13193819.0	
000504	南华生物	0.94	20.39	2190671	44604104	0.043	0.397	-0.707	65.682	65.682	-142.815	4794354.5	4722130.5	
000505	珠江控股	0.00	9.77	3949695	38418788	-0.134	-0.157	0.046	44.304	54.959	-18.999	12554007.0	12538732.0	
000506	中润资源					-0.304	-0.158	-0.293	98.851	99.057	-123.613	18716944.0	19142288.0	
000507	珠海港	1.09	11.10	41253864	453040384	-0.150	0.107	-0.514	79.926	84.703	-138.193	60520260.0	61826556.0	
000509	华塑控股					-0.067	-0.066	-0.002	13.095	22.340	-171.779	16654470.0	16517089.0	
