历史行情.指标排序沪深Ａ股 日期:2017-07-18,二 指标:MACD(12,26,9)   DMA(10,50,10)   BOLL(20)   BIAS(6,12,24)   
代码   	名称	 涨幅%%	 收盘	成交量	总金额	  DIF	  DEA	  MACD	  DIF	  DIFMA	  BOLL	  UB	  LB	  BIAS1	  BIAS2	  BIAS3	
000404	华意压缩	0.00	7.11	16486523	116124128	-0.126	-0.058	-0.135	-0.203	-0.169	7.750	8.242	7.259	-5.745	-7.991	-8.357	
000407	胜利股份	-0.62	8.03	9518563	75436312	-0.351	-0.218	-0.267	-0.524	-0.297	9.255	10.290	8.220	-7.400	-10.438	-14.718	
000408	藏格控股	0.60	13.40	2397801	31715928	-0.099	-0.072	-0.055	-0.154	-0.142	13.708	14.261	13.155	-1.192	-2.023	-1.987	
000409	山东地矿	-0.73	6.84	12844108	87006296	-0.621	-0.340	-0.563	-0.991	-0.500	9.141	11.059	7.222	-13.926	-21.948	-25.766	
000410	*ST沈机	4.51	8.35	10997524	89443536	0.276	0.188	0.176	0.892	0.400	7.655	8.816	6.495	0.240	4.364	9.682	
000411	英特集团	1.28	20.54	388500	7931392	-0.122	-0.024	-0.196	0.079	-0.058	21.427	22.497	20.357	-4.294	-4.657	-4.298	
000413	东旭光电	2.71	10.60	84690936	886404992	0.134	0.280	-0.292	0.934	1.033	11.196	12.362	10.031	-4.375	-7.302	-4.382	
000415	渤海金控	2.89	6.76	23642208	158264080	0.072	0.081	-0.018	0.309	0.236	6.709	7.043	6.375	-0.564	-0.831	1.343	
000416	民生控股	0.27	7.52	5134900	37833896	-0.113	-0.065	-0.097	-0.086	-0.099	8.008	8.383	7.633	-4.265	-6.039	-6.569	
000417	合肥百货	1.36	8.17	3608809	29311774	0.048	0.076	-0.056	0.278	0.203	8.306	8.683	7.929	-2.409	-2.911	-1.179	
000418	小天鹅Ａ	0.95	44.57	1148480	50824940	-0.583	-0.375	-0.415	-1.187	-0.617	46.368	49.624	43.113	-2.019	-1.718	-4.323	
000419	通程控股	1.72	6.52	2738457	17984380	-0.062	-0.019	-0.086	0.017	0.037	6.848	7.157	6.539	-3.072	-4.702	-4.950	
000420	吉林化纤	3.34	3.40	20901628	70516528	0.056	0.020	0.072	0.122	-0.003	3.162	3.401	2.924	2.874	5.454	7.937	
000421	南京公用	1.04	6.82	2198446	14894863	-0.055	-0.006	-0.098	0.061	0.105	7.185	7.502	6.867	-3.033	-4.671	-5.036	
000422	湖北宜化	2.66	6.17	21395382	130174560	0.092	0.082	0.021	0.293	0.195	6.031	6.390	5.673	-0.457	0.271	2.919	
000423	东阿阿胶	0.38	65.70	5473264	357691648	-0.587	-0.047	-1.081	-0.327	1.616	68.658	73.086	64.229	-0.778	-2.122	-4.258	
000425	徐工机械	0.79	3.83	65025032	246401840	0.077	0.078	-0.003	0.273	0.227	3.776	4.012	3.539	-1.076	-0.584	2.372	
000426	兴业矿业	1.46	9.04	16257547	146548688	0.253	0.289	-0.072	0.914	0.945	8.938	9.612	8.264	-1.058	-1.166	2.248	
000428	华天酒店	0.43	4.72	4325437	20355000	-0.089	-0.054	-0.069	-0.111	-0.096	5.063	5.331	4.795	-4.389	-6.642	-7.178	
000429	粤高速Ａ	6.83	9.23	51504844	464981952	0.030	-0.012	0.084	-0.013	0.057	8.498	9.032	7.965	8.652	9.968	7.754	
000430	张家界	1.20	10.08	1854712	18551002	-0.094	-0.027	-0.135	0.059	0.159	10.552	10.971	10.134	-2.262	-3.886	-4.737	
000488	晨鸣纸业	2.70	14.81	36303936	530954912	0.841	0.795	0.092	2.581	1.998	13.681	16.140	11.221	-0.959	2.320	10.413	
000498	山东路桥	4.18	8.23	27908248	224813344	0.231	0.119	0.225	0.451	0.155	7.311	8.073	6.548	5.333	9.965	13.185	
000501	鄂武商Ａ	0.72	16.71	4421400	72649464	-0.083	0.100	-0.365	0.405	0.887	17.630	18.689	16.571	-1.812	-3.693	-5.286	
000502	绿景控股	0.56	10.78	3769060	39806648	-0.372	-0.239	-0.266	-0.471	-0.484	12.174	13.281	11.068	-7.929	-10.878	-12.295	
000503	海虹控股					-2.068	-1.510	-1.118	-5.057	-4.181	32.491	37.506	27.476	-16.946	-20.754	-24.440	
000504	南华生物	1.35	20.20	3045651	60681516	0.156	0.485	-0.659	1.546	2.047	21.730	23.757	19.704	-6.575	-8.958	-7.053	
000505	珠江控股	1.45	9.77	3389096	32879424	-0.148	-0.163	0.029	-0.549	-0.562	9.849	10.284	9.415	1.401	0.480	-1.176	
000506	中润资源					-0.304	-0.158	-0.293	-0.522	-0.077	9.908	11.079	8.738	-4.092	-8.608	-12.163	
000507	珠海港	0.92	10.98	32317090	352558976	-0.099	0.172	-0.541	0.507	1.246	12.356	13.788	10.924	-5.508	-7.886	-12.254	
000509	华塑控股					-0.067	-0.066	-0.002	-0.150	-0.140	6.122	6.269	5.974	1.046	0.246	-0.163	
000510	金路集团	5.71	9.82	21480758	204556640	0.436	0.416	0.041	1.357	1.024	9.282	10.548	8.016	-1.191	1.691	8.036	
000513	丽珠集团	1.56	49.34	1215160	59570912	0.032	0.328	-0.593	0.869	1.938	50.237	52.216	48.258	0.132	-0.965	-1.735	
000514	渝 开 发	6.32	8.92	46704872	402714496	0.238	0.089	0.299	0.397	0.044	7.747	8.680	6.814	7.470	12.343	15.252	
000516	国际医学	1.22	4.99	13000722	64522932	-0.149	-0.105	-0.089	-0.245	-0.283	5.463	5.848	5.078	-4.619	-7.421	-9.080	
000517	荣安地产	0.93	4.36	6169397	26581132	-0.062	-0.035	-0.053	-0.088	-0.049	4.594	4.825	4.362	-2.022	-4.211	-5.252	
000518	四环生物	4.03	7.75	3168783	24098556	0.111	0.111	-0.000	0.384	0.312	7.592	8.080	7.105	0.108	0.345	3.064	
000519	中兵红箭	2.89	11.76	16297468	188833728	-0.061	0.084	-0.291	0.383	0.322	12.848	14.189	11.507	-7.729	-10.023	-7.924	
000520	长航凤凰	2.77	5.56	7953930	44102888	-0.103	-0.078	-0.049	-0.142	-0.126	5.828	6.130	5.527	-2.113	-3.626	-5.038	
000521	美菱电器	0.69	5.87	5938367	34645636	-0.053	0.012	-0.130	0.080	0.174	6.301	6.756	5.846	-3.639	-5.753	-6.442	
000523	广州浪奇	0.43	9.37	2644699	24642824	-0.070	-0.017	-0.105	-0.005	0.089	9.762	10.165	9.358	-2.175	-3.749	-4.016	
000524	岭南控股	-3.12	12.41	4994951	61203892	-0.060	-0.030	-0.061	0.101	0.125	12.720	13.359	12.081	-1.377	-2.977	-2.835	
000525	红 太 阳	2.04	17.97	2464591	43945236	0.244	0.302	-0.116	1.016	0.868	17.975	19.086	16.864	-1.101	-1.615	0.983	
000526	*ST紫学	2.34	33.18	5223147	171337920	-0.634	-1.426	1.583	-3.921	-5.678	29.137	31.934	26.340	9.013	12.069	11.885	
000528	柳 工	5.26	9.20	33208304	300003296	0.211	0.185	0.052	0.615	0.529	8.648	9.209	8.087	3.565	4.516	7.367	
000529	广弘控股	-4.72	8.08	11510595	92416880	-0.162	-0.083	-0.158	-0.218	-0.247	9.077	9.748	8.407	-9.805	-11.152	-11.383	
000530	大冷股份	1.57	7.11	7473244	52655604	0.083	0.122	-0.077	0.465	0.345	7.332	7.806	6.858	-3.593	-3.811	-1.880	
000531	穗恒运Ａ	0.35	8.65	2549206	21907594	-0.174	-0.066	-0.216	-0.095	0.058	9.449	10.119	8.779	-4.525	-7.404	-8.763	
000532	华金资本	1.07	12.33	2492581	30489616	-0.422	-0.201	-0.443	-0.426	-0.097	14.027	15.468	12.586	-6.176	-10.289	-12.680	
000533	万 家 乐	1.21	10.88	2307100	24852976	0.153	0.180	-0.054	0.589	0.535	10.761	11.585	9.937	-0.122	-1.449	2.032	
000534	万泽股份	1.98	10.80	1818922	19479562	-0.415	-0.312	-0.206	-0.815	-0.508	11.837	13.099	10.575	-3.168	-5.787	-9.909	
000536	华映科技	-1.49	5.30	6550437	34617248	-0.097	-0.047	-0.099	-0.088	-0.039	5.747	6.078	5.415	-4.619	-7.316	-8.152	
000537	广宇发展	1.40	7.22	4240236	30407490	-0.180	-0.078	-0.204	-0.132	0.062	7.968	8.607	7.330	-4.497	-8.181	-9.698	
000538	云南白药	0.00	88.90	2766202	245966176	-0.483	-0.084	-0.799	-0.365	1.218	91.415	96.034	86.796	-0.790	-0.909	-2.911	
000539	粤电力Ａ	-0.38	5.27	4141707	21830936	0.003	0.007	-0.007	0.033	0.041	5.304	5.349	5.258	-0.660	-0.707	-0.574	
000540	中天金融	9.39	7.57	255588656	1868806656	0.180	0.127	0.107	0.433	0.368	6.727	7.206	6.247	9.578	11.392	13.913	
000541	佛山照明	0.00	8.85	7218055	63729148	-0.030	0.004	-0.068	0.096	0.104	9.137	9.373	8.902	-2.765	-3.270	-3.195	
000543	皖能电力	0.37	5.43	6940670	37455536	-0.057	-0.008	-0.097	0.036	0.120	5.753	6.046	5.460	-2.513	-5.028	-5.476	
000544	中原环保	0.30	20.21	3155303	63480032	0.165	0.361	-0.392	1.158	1.441	21.064	22.194	19.935	-2.798	-4.786	-3.296	
000545	金浦钛业	5.88	6.12	37963604	225165280	0.136	0.130	0.014	0.441	0.308	5.897	6.416	5.378	0.520	1.241	4.952	
000546	金圆股份	0.88	10.29	5093790	52378804	0.050	0.133	-0.166	0.502	0.562	10.876	11.534	10.218	-4.678	-5.719	-4.290	
000547	航天发展	0.85	9.49	10419224	97930232	-0.192	-0.114	-0.157	-0.079	-0.134	10.281	10.932	9.631	-4.367	-7.135	-7.965	
000548	湖南投资	3.35	7.72	10288234	77980792	0.073	0.030	0.086	0.234	0.013	7.445	7.918	6.973	0.281	1.735	3.543	
000550	江铃汽车	0.20	20.55	2470652	52367548	0.137	0.124	0.026	0.946	0.581	20.525	21.354	19.697	-1.328	-1.174	0.346	
000551	创元科技	1.81	8.44	6034600	50523184	-0.293	-0.175	-0.236	-0.354	-0.134	9.355	10.252	8.458	-4.579	-7.625	-11.259	
000552	靖远煤电	5.79	3.84	50426492	189329088	0.069	0.056	0.027	0.205	0.149	3.604	3.817	3.391	3.971	4.608	7.175	
000553	沙隆达Ａ	1.91	13.32	5653743	74711760	0.165	0.264	-0.199	0.949	0.847	13.752	15.000	12.503	-4.550	-5.560	-2.602	
000554	泰山石油	1.57	7.78	7271796	56389804	-0.199	-0.200	0.001	-0.489	-0.758	8.201	8.634	7.769	-3.832	-5.678	-5.406	
000555	神州信息					-0.057	-0.138	0.163	-0.296	-0.566	16.587	17.136	16.038	-0.199	-0.020	1.269	
000557	西部创业					-0.212	-0.106	-0.211	-0.391	-0.008	6.443	7.682	5.204	1.597	-3.530	-9.840	
000558	莱茵体育	1.09	6.47	9625477	61845972	-0.242	-0.106	-0.271	-0.194	0.163	7.468	8.356	6.580	-6.705	-10.748	-14.479	
000559	万向钱潮	0.10	9.86	9415514	92323024	0.059	0.168	-0.218	0.481	0.775	10.328	10.998	9.659	-2.199	-4.481	-3.762	
000560	昆百大Ａ	1.32	8.42	1283017	10722502	-0.088	-0.047	-0.083	-0.060	-0.130	8.828	9.192	8.463	-3.255	-4.418	-4.738	
000561	烽火电子	1.83	9.45	3680592	34334860	-0.106	-0.006	-0.201	0.218	0.214	10.231	10.942	9.521	-5.025	-7.662	-7.730	
000563	陕国投Ａ	7.65	5.77	157531536	888749824	0.097	0.042	0.109	0.174	0.024	5.207	5.595	4.820	7.482	9.022	12.021	
000564	供销大集	5.65	7.11	23428256	164289520	0.025	-0.045	0.140	-0.031	-0.198	6.527	6.859	6.195	6.703	8.109	8.563	
000565	渝三峡Ａ	-0.21	9.66	7826250	74820216	0.021	0.044	-0.046	0.166	0.067	10.040	10.677	9.402	-4.640	-4.851	-3.223	
000566	海南海药	-0.98	13.14	3832051	50042500	0.042	0.029	0.027	0.062	-0.010	13.210	13.511	12.910	-1.818	-1.005	-0.439	
000567	海德股份	-0.55	27.05	7502467	195844096	0.585	0.547	0.076	1.897	1.796	26.305	28.098	24.512	0.939	1.749	3.789	
000568	泸州老窖	1.13	48.51	7155740	343471136	0.060	0.301	-0.483	0.638	1.545	49.476	51.930	47.022	-0.554	-0.260	-1.695	
000570	苏常柴Ａ	2.86	7.19	7552963	53270048	0.040	0.017	0.044	0.129	0.011	7.043	7.263	6.823	0.700	1.244	2.446	
000571	新大洲Ａ					0.035	-0.026	0.122	-0.046	-0.164	7.615	7.945	7.285	4.242	5.737	6.308	
000572	海马汽车	-0.42	4.77	11185228	53087868	-0.062	-0.024	-0.075	-0.036	0.000	5.118	5.367	4.870	-4.949	-6.623	-7.070	
000573	粤宏远Ａ	0.84	5.98	4525965	26792578	-0.127	-0.085	-0.085	-0.101	-0.032	6.365	6.707	6.024	-3.210	-5.054	-6.817	
000576	广东甘化	1.84	16.58	7564642	123989344	-0.138	-0.110	-0.056	-0.335	-0.166	16.628	17.052	16.205	1.170	0.454	-0.810	
000581	威孚高科	-0.40	24.65	13440870	329371136	0.548	0.704	-0.311	2.172	2.431	25.087	26.751	23.423	-1.910	-2.521	0.059	
000582	北部湾港	2.08	11.78	9419767	109730976	-0.043	-0.136	0.186	-0.458	-0.923	11.602	12.287	10.917	-1.874	0.763	0.809	
000584	友利控股	-2.02	12.60	8087400	102205128	0.160	0.263	-0.206	0.805	1.025	13.071	13.415	12.728	-2.990	-3.473	-3.377	
000585	东北电气	-0.19	5.28	9401152	49282680	-0.228	-0.266	0.075	-0.754	-0.777	5.378	5.907	4.848	1.246	1.230	-3.847	
000586	汇源通信	0.83	21.93	1261983	27647512	0.849	0.707	0.286	2.108	1.567	20.427	22.810	18.043	0.550	3.342	8.674	
000587	金洲慈航	2.70	7.98	31088138	245078480	0.123	0.082	0.082	0.284	0.187	7.548	7.914	7.181	2.659	4.621	6.064	
000589	黔轮胎Ａ	1.32	5.38	7708993	40998124	0.007	0.034	-0.054	0.139	0.130	5.565	5.817	5.313	-3.440	-4.242	-3.237	
000590	启迪古汉	1.91	15.97	1394484	21805362	-0.241	-0.238	-0.005	-0.379	-0.487	16.118	16.881	15.354	1.055	0.251	-1.889	
000591	太阳能	1.35	5.24	8422428	43695948	-0.044	-0.048	0.007	-0.067	-0.197	5.331	5.656	5.005	-2.421	-2.678	-2.163	
000592	平潭发展	1.80	5.10	11061716	56006788	-0.063	-0.002	-0.122	0.059	0.169	5.470	5.830	5.109	-2.888	-5.861	-7.026	
000593	大通燃气	1.36	8.18	1677482	13656815	-0.086	-0.017	-0.138	-0.004	0.052	8.747	9.227	8.267	-5.013	-6.648	-6.661	
000595	*ST宝实	0.43	4.68	14168706	64968060	0.044	0.038	0.012	0.231	0.138	4.721	5.075	4.367	-2.703	-2.787	0.018	
000596	古井贡酒	0.17	47.07	2338733	108154456	-0.454	-0.146	-0.617	-0.293	0.761	49.362	52.200	46.525	-1.975	-2.827	-4.577	
000597	东北制药	-0.91	10.90	14205707	153661984	0.151	0.179	-0.055	0.604	0.462	11.316	12.162	10.470	-6.223	-5.114	-2.895	
000598	兴蓉环境	0.18	5.57	22049818	122934032	0.017	0.032	-0.030	0.138	0.103	5.668	5.846	5.489	-1.879	-2.551	-1.510	
000599	青岛双星	1.26	6.44	4840670	30768630	-0.074	-0.031	-0.086	0.017	0.023	6.775	7.074	6.476	-3.472	-4.839	-5.445	
000600	建投能源	0.39	10.38	24270694	248673872	-0.576	-0.334	-0.483	-1.073	-0.513	12.391	14.514	10.267	-7.183	-11.559	-17.436	
000601	韶能股份	2.05	6.98	3494151	24936768	0.018	0.019	-0.001	0.182	0.075	6.985	7.135	6.835	-0.048	0.012	0.102	
000603	盛达矿业	1.25	12.95	3520224	45226640	0.091	0.180	-0.178	0.663	0.695	13.433	14.289	12.577	-3.430	-4.750	-3.039	
000605	渤海股份	1.81	25.27	13304410	333688064	-1.048	-0.556	-0.985	-1.983	-1.544	29.028	32.388	25.668	-6.747	-11.341	-14.321	
000606	神州易桥					-0.029	-0.007	-0.044	-0.023	0.037	10.354	10.798	9.911	0.808	-0.537	-0.678	
000607	华媒控股	0.28	7.08	3351500	23664308	-0.094	-0.037	-0.115	0.001	0.061	7.505	7.881	7.129	-3.102	-5.527	-6.251	
