历史行情.指标排序沪深Ａ股 日期:2017-07-19,三 指标:MACD(12,26,9)   PSY(12,6)   RSI(6,12,24)   MTM(12,6)   
代码   	名称	 涨幅%%	 收盘	成交量	总金额	  DIF	  DEA	  MACD	  PSY	  PSYMA	  RSI1	  RSI2	  RSI3	  MTM	  MTMMA	
000001	平安银行	0.37	10.93	193307584	2131336320	0.486	0.331	0.309	75.000	72.222	91.692	89.954	83.774	1.690	1.463	
000002	万 科Ａ	-0.63	25.14	100807072	2526934272	0.872	0.961	-0.177	50.000	45.833	58.586	60.366	61.061	0.170	-0.258	
000004	国农科技	1.38	21.36	1605202	33760444	-2.755	-2.772	0.034	25.000	29.167	11.420	11.750	17.784	-4.320	-2.918	
000005	世纪星源	1.46	4.88	4449336	21507850	-0.110	-0.072	-0.077	58.333	55.556	33.662	34.948	37.424	-0.380	-0.295	
000006	深振业Ａ	0.98	8.27	9973835	82087400	-0.067	-0.005	-0.125	41.667	33.333	38.030	41.223	46.219	-0.370	-0.402	
000007	全新好	-0.62	14.51	6156887	89021032	-0.546	-0.259	-0.574	33.333	43.056	18.476	25.384	34.545	-2.580	-1.515	
000008	神州高铁	2.90	7.46	8568428	63357300	-0.005	-0.009	0.008	58.333	50.000	63.689	57.453	50.026	0.180	0.027	
000009	中国宝安	3.37	7.98	33576772	262849744	0.011	0.064	-0.106	50.000	43.056	48.666	49.322	48.578	-0.060	-0.120	
000010	美丽生态	0.64	4.75	6086830	28693994	-0.115	-0.081	-0.069	33.333	31.944	25.789	32.292	35.951	-0.360	-0.192	
000011	深物业A	1.32	18.49	7232618	132713568	-0.276	-0.020	-0.511	50.000	44.444	36.557	40.398	46.685	-1.570	-1.585	
000012	南 玻Ａ	6.91	8.82	55060680	475593472	0.129	0.079	0.099	58.333	59.722	72.328	68.336	60.150	0.750	0.393	
000014	沙河股份	0.18	16.92	1679300	28351564	-0.173	-0.169	-0.008	33.333	30.556	52.581	46.267	45.613	-0.080	-0.228	
000016	深康佳Ａ	1.58	5.13	20037080	102253584	0.132	0.163	-0.062	41.667	45.833	45.913	53.389	57.125	0.080	0.397	
000017	深中华A	0.26	7.83	1912020	14918012	-0.222	-0.113	-0.218	41.667	37.500	27.536	31.485	36.264	-0.950	-0.708	
000018	神州长城	1.69	7.21	10898412	77729904	-0.188	-0.141	-0.095	41.667	40.278	33.267	36.185	39.692	-0.440	-0.412	
000019	深深宝Ａ	1.03	10.83	8230835	88565848	-0.233	0.012	-0.490	50.000	48.611	30.368	35.836	41.460	-1.370	-1.037	
000020	深华发Ａ					-0.871	-0.695	-0.353	25.000	26.389	23.774	31.043	38.062	-2.660	-2.475	
000021	深科技	1.23	8.20	7205557	58510956	-0.064	0.012	-0.152	33.333	30.556	34.349	38.831	43.477	-0.540	-0.338	
000022	深赤湾Ａ	1.71	28.60	7882542	221648432	0.217	0.511	-0.588	50.000	34.722	45.286	48.430	52.737	-1.100	-1.685	
000023	深天地Ａ	2.28	25.62	722050	18392702	0.137	0.402	-0.531	33.333	29.167	41.305	46.881	49.125	-1.170	-1.537	
000025	特 力Ａ	2.20	47.01	7052736	328562912	1.083	1.961	-1.756	41.667	36.111	41.532	48.299	51.431	-4.620	-2.792	
000026	飞亚达Ａ	0.80	11.30	5383623	60229440	-0.236	-0.075	-0.323	50.000	48.611	19.880	28.254	35.724	-1.380	-0.795	
000027	深圳能源	1.23	6.60	11704845	76784384	-0.010	0.023	-0.066	66.667	63.889	38.348	42.715	46.558	-0.220	-0.110	
000028	国药一致	1.37	76.41	1650931	125567808	-0.017	0.715	-1.465	25.000	27.778	30.709	39.475	47.022	-4.420	-2.450	
000029	深深房Ａ					-0.013	0.034	-0.094	41.667	29.167	56.060	51.942	52.311	-0.080	-0.423	
000030	富奥股份	2.20	8.83	10242415	89713200	0.053	0.098	-0.090	41.667	41.667	57.217	55.471	55.830	-0.140	-0.250	
000031	中粮地产	2.23	7.34	10066714	73548256	-0.043	-0.006	-0.075	50.000	48.611	42.624	43.550	44.539	-0.300	-0.130	
000032	深桑达Ａ					0.135	0.099	0.073	41.667	47.222	56.964	55.568	53.537	0.620	0.755	
000034	神州数码	-10.00	19.81	1246200	24687222	-0.048	0.266	-0.629	41.667	47.222	20.042	30.077	37.198	-3.810	-1.077	
000035	中国天楹	0.00	6.53	8111581	52308372	-0.072	-0.030	-0.083	25.000	34.722	12.502	26.744	36.742	-0.510	-0.223	
000036	华联控股	1.26	9.65	63483664	606081728	0.201	0.136	0.131	58.333	52.778	87.903	78.160	69.005	0.760	0.375	
000037	深南电A	0.00	9.92	2074130	20456128	-0.033	0.015	-0.096	33.333	37.500	41.814	45.089	46.850	-0.530	-0.538	
000038	深大通					-1.003	-0.936	-0.135	41.667	44.444	21.312	26.795	31.561	-1.160	-1.530	
000039	中集集团	2.85	17.66	18163136	317300800	0.156	0.226	-0.139	58.333	50.000	55.093	54.565	54.945	0.010	-0.292	
000040	东旭蓝天	1.21	12.52	3415527	42399688	-0.024	0.079	-0.205	41.667	33.333	40.003	43.691	47.063	-0.550	-0.342	
000042	中洲控股	0.18	16.68	527025	8785008	-0.199	-0.228	0.058	66.667	54.167	49.528	40.470	40.512	-0.200	-0.308	
000043	中航地产	0.77	10.52	5559453	58279696	0.262	0.292	-0.059	66.667	68.056	46.320	53.678	53.757	0.430	1.098	
000045	深纺织Ａ	1.15	10.53	4053423	42356172	-0.327	-0.158	-0.337	41.667	36.111	26.393	31.285	39.139	-1.470	-1.217	
000046	泛海控股	1.34	8.30	3702435	30540634	-0.041	-0.021	-0.040	41.667	41.667	48.384	46.953	46.507	-0.290	-0.328	
000048	康达尔	-0.55	25.10	238255	5958560	-0.440	-0.293	-0.295	25.000	36.111	33.362	35.387	38.044	-1.920	-0.910	
000049	德赛电池	2.44	52.40	3349351	174321792	-0.293	-0.028	-0.530	58.333	56.944	49.660	48.621	49.348	-0.220	-0.455	
000050	深天马Ａ	3.33	22.02	58539256	1268541184	0.742	0.702	0.081	58.333	62.500	71.168	67.885	63.900	1.370	1.052	
000055	方大集团	1.72	7.09	6977475	49235576	-0.105	-0.094	-0.023	58.333	58.333	45.210	43.713	41.919	-0.330	-0.207	
000056	皇庭国际	2.42	12.70	2324117	29276624	0.203	0.150	0.105	50.000	50.000	66.289	64.202	59.830	0.500	0.678	
000058	深 赛 格	1.23	7.39	3299601	24226284	-0.156	-0.052	-0.207	41.667	38.889	28.091	34.077	38.575	-0.740	-0.565	
000059	华锦股份	6.39	11.65	70506720	798050432	0.313	0.243	0.142	58.333	54.167	68.636	66.696	61.583	1.140	1.083	
000060	中金岭南	4.58	11.87	107401600	1260688512	0.268	0.281	-0.026	58.333	61.111	68.295	65.718	62.471	0.480	0.292	
000061	农 产 品					-0.069	-0.095	0.053	50.000	51.389	60.537	53.590	45.120	0.030	0.023	
000062	深圳华强	2.85	24.94	4830865	119120568	-0.895	-0.682	-0.427	50.000	44.444	35.636	35.265	41.586	-2.180	-1.693	
000063	中兴通讯	2.72	22.67	57064872	1274264704	0.438	0.667	-0.458	50.000	45.833	46.002	50.582	56.213	0.070	-0.620	
000065	北方国际	2.81	23.39	5681654	131979728	-0.581	-0.440	-0.283	50.000	44.444	45.527	43.421	43.260	-1.970	-1.380	
000066	中国长城	1.10	9.19	23496306	214259376	0.117	0.141	-0.049	75.000	76.389	49.430	52.499	51.245	-0.100	0.415	
000068	华控赛格	5.77	6.60	10070889	65560972	-0.160	-0.130	-0.060	25.000	27.778	48.411	43.580	42.689	-0.400	-0.453	
000069	华侨城Ａ	3.07	9.40	49896192	464053408	0.058	0.163	-0.211	50.000	47.222	44.655	47.785	53.567	-0.450	-0.528	
000070	特发信息	0.39	10.18	4509427	45573620	-0.347	-0.196	-0.302	25.000	12.500	12.084	23.158	34.341	-1.520	-1.413	
000078	海王生物	0.16	6.09	17703872	106878888	0.033	0.045	-0.025	58.333	50.000	45.548	49.350	50.734	0.100	0.128	
000088	盐 田 港	1.60	9.50	16030754	151336592	-0.233	-0.110	-0.247	58.333	44.444	37.189	39.568	45.872	-0.790	-1.088	
000089	深圳机场	1.34	9.09	11034733	99666944	-0.044	0.027	-0.143	58.333	50.000	40.733	43.471	47.772	-0.440	-0.295	
000090	天健集团	1.52	11.37	19473548	219672144	0.209	0.279	-0.139	58.333	54.167	45.120	50.361	53.926	0.300	0.557	
000096	广聚能源	2.75	14.22	1249101	17714538	-0.259	-0.196	-0.125	33.333	30.556	49.608	43.990	43.635	-0.660	-0.850	
000099	中信海直					-0.284	-0.228	-0.112	33.333	26.389	33.682	32.945	37.845	-0.810	-1.047	
000100	TCL 集团					-0.010	0.001	-0.023	25.000	26.389	32.478	40.930	46.127	-0.020	-0.035	
000150	宜华健康	-0.25	24.22	918980	22175366	-0.203	-0.218	0.029	33.333	45.833	31.807	36.642	36.557	-0.080	0.027	
000151	中成股份	1.87	17.39	4268691	73978448	-0.499	-0.281	-0.436	50.000	41.667	31.292	33.960	40.940	-1.710	-1.387	
000153	丰原药业	0.31	9.65	5545194	53237564	-0.776	-0.399	-0.755	16.667	27.778	6.553	15.360	27.139	-3.670	-2.913	
000156	华数传媒	0.86	14.09	2566809	35906720	-0.198	-0.108	-0.182	33.333	31.944	27.519	32.026	36.236	-0.850	-0.675	
000157	中联重科	1.93	4.76	101022768	478131936	0.057	0.037	0.040	58.333	55.556	82.637	74.987	64.625	0.240	0.095	
000158	常山股份	-0.19	10.78	16995304	184427824	-0.206	-0.025	-0.362	33.333	38.889	21.245	32.573	43.685	-1.540	-1.075	
000159	国际实业	1.60	6.36	8932810	56252536	-0.096	-0.034	-0.124	50.000	51.389	32.605	37.760	40.312	-0.570	-0.200	
000166	申万宏源	5.16	5.91	101457872	587338944	0.046	0.034	0.023	50.000	54.167	71.415	67.263	60.353	0.280	0.137	
000301	东方市场					-0.002	0.008	-0.020	41.667	43.056	34.430	42.835	47.755	-0.170	-0.080	
000333	美的集团	0.54	41.22	31519178	1304514816	0.498	0.878	-0.761	41.667	34.722	40.752	48.353	54.712	-0.580	-1.548	
000338	潍柴动力	4.76	7.04	114121040	1608569984	0.260	0.252	0.015	58.333	51.389	75.944	72.729	69.798	0.660	0.282	
000400	许继电气	1.49	17.04	8900929	149508688	0.089	0.231	-0.283	50.000	54.167	35.963	44.054	48.242	-0.770	-0.245	
000401	冀东水泥	2.26	15.40	54727656	840368448	-0.252	-0.199	-0.107	66.667	63.889	41.366	43.174	45.116	-0.540	0.398	
000402	金 融 街	1.89	12.40	38448320	470180288	0.165	0.107	0.116	66.667	61.111	82.040	69.614	60.643	0.540	0.160	
000403	ST生化					0.407	0.023	0.769	66.667	68.056	87.690	73.138	59.310	3.130	2.620	
000404	华意压缩	1.83	7.24	10712100	76706072	-0.146	-0.076	-0.140	41.667	50.000	28.710	34.596	38.907	-0.670	-0.420	
000407	胜利股份	0.25	8.05	5164576	41520548	-0.391	-0.253	-0.277	25.000	27.778	9.094	18.359	30.835	-1.430	-1.060	
000408	藏格控股	0.75	13.50	1807607	24217608	-0.102	-0.078	-0.047	41.667	31.944	41.564	43.477	43.938	-0.340	-0.482	
000409	山东地矿	4.09	7.12	14263860	100861384	-0.677	-0.407	-0.539	25.000	26.389	19.992	22.471	28.448	-2.690	-2.160	
000410	*ST沈机	-0.12	8.34	10429529	87441088	0.280	0.207	0.146	58.333	63.889	61.476	63.125	56.058	1.180	1.177	
000411	英特集团	0.73	20.69	375960	7748517	-0.166	-0.053	-0.227	50.000	43.056	35.332	40.477	43.686	-1.140	-0.058	
000413	东旭光电	2.08	10.82	104984160	1123639296	0.097	0.243	-0.293	50.000	50.000	41.906	46.599	49.544	-0.270	-0.125	
000415	渤海金控	1.18	6.84	24235984	164035344	0.073	0.079	-0.013	66.667	70.833	55.641	56.401	53.988	0.120	0.182	
000416	民生控股	0.00	7.52	3854861	28770204	-0.136	-0.079	-0.114	33.333	40.278	15.362	26.773	33.608	-0.610	-0.260	
000417	合肥百货	1.59	8.30	3836131	31587150	0.042	0.069	-0.054	58.333	59.722	47.625	50.380	50.352	-0.060	0.098	
000418	小天鹅Ａ	-0.16	44.50	2041753	90571432	-0.622	-0.425	-0.395	33.333	33.333	37.307	40.904	46.200	-1.600	-1.965	
000419	通程控股	2.30	6.67	3579656	24025206	-0.066	-0.028	-0.074	58.333	54.167	43.891	43.547	43.417	-0.320	-0.240	
000420	吉林化纤	2.06	3.47	33960916	117489520	0.069	0.030	0.079	66.667	58.333	70.831	68.083	59.450	0.380	0.273	
000421	南京公用	2.93	7.02	2653698	18331268	-0.056	-0.016	-0.080	41.667	40.278	45.951	45.196	44.789	-0.230	-0.265	
000422	湖北宜化	4.21	6.43	47619140	303962656	0.110	0.088	0.044	58.333	62.500	69.554	67.265	60.455	0.370	0.310	
000423	东阿阿胶	0.88	66.28	7022639	463123808	-0.605	-0.159	-0.893	50.000	40.278	41.018	42.752	48.187	-2.840	-4.940	
000425	徐工机械	3.92	3.98	129682144	509180384	0.083	0.079	0.007	58.333	54.167	67.977	66.522	61.827	0.180	0.152	
000426	兴业矿业	6.64	9.64	40884064	391553312	0.280	0.287	-0.014	50.000	50.000	68.085	66.436	63.950	0.560	0.387	
000428	华天酒店	1.06	4.77	4766679	22612876	-0.100	-0.064	-0.072	41.667	47.222	23.553	28.717	32.760	-0.380	-0.212	
000429	粤高速Ａ	0.33	9.26	48931792	445409536	0.087	0.007	0.159	58.333	45.833	83.077	70.937	62.883	0.880	0.030	
000430	张家界	0.69	10.15	1733884	17492596	-0.108	-0.043	-0.130	58.333	41.667	33.813	36.076	39.616	-0.450	-0.372	
000488	晨鸣纸业	5.00	15.55	54589320	833930816	0.870	0.810	0.120	66.667	65.278	69.268	70.080	69.331	2.500	2.178	
000498	山东路桥	1.82	8.38	30904160	260286176	0.277	0.150	0.252	75.000	68.056	89.942	81.935	68.503	1.230	0.922	
000501	鄂武商Ａ	3.11	17.23	6793577	113818968	-0.078	0.064	-0.285	41.667	33.333	50.217	48.126	50.370	-0.950	-1.250	
000502	绿景控股	0.65	10.85	2180905	23526498	-0.426	-0.277	-0.299	50.000	47.222	19.401	29.664	35.716	-1.400	-0.755	
000503	海虹控股					-2.068	-1.510	-1.118	25.000	34.722	8.639	17.862	25.175	-9.720	-4.697	
000504	南华生物	0.94	20.39	2190671	44604104	0.043	0.397	-0.707	50.000	55.556	28.782	39.226	48.106	-2.060	-0.178	
000505	珠江控股	0.00	9.77	3949695	38418788	-0.134	-0.157	0.046	41.667	37.500	54.060	47.580	44.918	-0.250	-0.367	
000506	中润资源					-0.304	-0.158	-0.293	25.000	31.944	17.010	25.429	36.749	-1.460	-1.193	
000507	珠海港	1.09	11.10	41253864	453040384	-0.150	0.107	-0.514	41.667	30.556	30.732	38.904	47.906	-1.500	-1.600	
000509	华塑控股					-0.067	-0.066	-0.002	41.667	34.722	54.600	49.011	45.029	0.030	-0.087	
000510	金路集团	6.11	10.42	30428424	310156896	0.470	0.426	0.086	50.000	51.389	67.862	66.711	61.855	1.310	0.970	
000513	丽珠集团	0.22	49.45	2068429	101517872	0.012	0.265	-0.506	50.000	37.500	47.560	48.232	52.146	-1.320	-1.858	
000514	渝 开 发	1.01	9.01	51486344	464283488	0.294	0.130	0.328	50.000	52.778	81.238	75.360	64.229	1.440	1.075	
000516	国际医学	1.00	5.04	13388638	66947784	-0.160	-0.116	-0.089	33.333	31.944	26.749	29.129	34.352	-0.530	-0.395	
000517	荣安地产	0.69	4.39	7243074	31555956	-0.067	-0.042	-0.051	50.000	48.611	38.193	39.720	41.682	-0.300	-0.223	
000518	四环生物	0.65	7.80	4640325	36345516	0.113	0.111	0.003	58.333	61.111	55.849	56.697	54.814	0.030	0.165	
000519	中兵红箭	0.43	11.81	16606762	194977824	-0.131	0.041	-0.345	50.000	48.611	30.390	37.422	41.033	-0.950	-0.193	
000520	长航凤凰	0.54	5.59	5054177	28120888	-0.106	-0.084	-0.045	58.333	55.556	39.253	39.715	40.045	-0.250	-0.203	
000521	美菱电器	1.70	5.97	10166790	60318336	-0.064	-0.003	-0.122	41.667	29.167	35.333	39.831	43.387	-0.430	-0.503	
000523	广州浪奇	2.03	9.56	3516969	33526198	-0.072	-0.028	-0.087	50.000	44.444	44.913	44.953	44.900	-0.470	-0.360	
000524	岭南控股	0.24	12.44	2757031	34092596	-0.076	-0.039	-0.073	41.667	40.278	39.098	43.559	44.869	-0.750	-0.193	
000525	红 太 阳	3.84	18.66	4655814	85508400	0.271	0.296	-0.048	41.667	43.056	62.952	60.555	56.370	0.370	0.255	
000526	*ST紫学	-2.41	32.38	2393766	77295728	-0.424	-1.225	1.603	58.333	58.333	70.761	60.337	48.982	3.890	2.622	
000528	柳 工	1.41	9.33	44202188	408681056	0.237	0.195	0.084	50.000	52.778	73.635	69.872	64.374	0.590	0.382	
000529	广弘控股	0.74	8.14	5481414	44056764	-0.216	-0.109	-0.213	41.667	52.778	19.722	28.729	34.920	-1.020	-0.332	
000530	大冷股份	0.70	7.16	8689804	61606992	0.063	0.110	-0.093	50.000	43.056	42.041	47.501	49.036	-0.040	0.035	
000531	穗恒运Ａ	3.93	8.99	4000563	35385868	-0.178	-0.088	-0.179	41.667	40.278	40.911	38.848	40.562	-0.620	-0.627	
000532	华金资本	0.00	12.33	3141898	38400632	-0.483	-0.257	-0.451	25.000	19.444	13.874	23.485	33.140	-2.000	-1.650	
000533	万 家 乐	-0.37	10.84	3660720	39427896	0.139	0.172	-0.067	33.333	48.611	46.228	53.246	54.747	-0.300	0.293	
000534	万泽股份	1.67	10.98	1319760	14392102	-0.419	-0.334	-0.170	41.667	26.389	40.143	37.132	37.896	-0.790	-1.062	
000536	华映科技	0.38	5.32	7178097	37989704	-0.115	-0.061	-0.108	25.000	29.167	12.922	24.328	32.524	-0.570	-0.340	
000537	广宇发展	1.25	7.31	3516948	25549594	-0.200	-0.103	-0.195	50.000	54.167	25.796	28.057	35.233	-0.880	-0.690	
000538	云南白药	0.46	89.31	2979690	267346384	-0.508	-0.168	-0.679	50.000	44.444	41.522	44.131	49.291	-1.100	-3.923	
000539	粤电力Ａ	1.14	5.33	6147425	32642592	0.005	0.006	-0.002	41.667	41.667	58.758	54.693	51.159	0.020	-0.002	
000540	中天金融	1.72	7.70	240135648	1839151232	0.234	0.148	0.172	66.667	52.778	92.520	84.981	76.235	0.990	0.337	
000541	佛山照明	1.13	8.95	6163269	54622336	-0.040	-0.005	-0.070	41.667	45.833	34.171	39.099	43.507	-0.200	-0.090	
000543	皖能电力	1.66	5.52	7146595	39156232	-0.062	-0.019	-0.087	25.000	25.000	36.421	38.231	40.248	-0.380	-0.312	
000544	中原环保	0.49	20.31	3574075	72167456	0.104	0.310	-0.411	58.333	61.111	33.627	42.870	49.362	-1.010	-0.368	
000545	金浦钛业	2.61	6.28	57737256	359049504	0.147	0.133	0.029	58.333	48.611	61.112	60.453	57.382	0.430	0.340	
000546	金圆股份	10.01	11.32	20436488	225484208	0.089	0.124	-0.071	41.667	36.111	60.360	57.489	54.609	0.290	-0.143	
000547	航天发展	1.05	9.59	9706791	92188232	-0.216	-0.134	-0.163	50.000	51.389	29.358	34.656	37.391	-0.910	-0.620	
000548	湖南投资	2.59	7.92	15157581	118791560	0.094	0.043	0.102	58.333	61.111	63.070	60.235	54.191	0.630	0.540	
000550	江铃汽车	1.36	20.83	4208529	89414152	0.136	0.126	0.020	75.000	72.222	53.749	54.602	49.291	0.530	0.607	
000551	创元科技	2.01	8.61	5917852	50487868	-0.306	-0.201	-0.211	50.000	41.667	33.077	34.464	39.767	-0.800	-0.763	
000552	靖远煤电	5.21	4.04	93918032	371617888	0.094	0.063	0.061	66.667	65.278	81.634	75.727	68.082	0.430	0.215	
000553	沙隆达Ａ	3.68	13.81	8173323	110502048	0.149	0.241	-0.185	50.000	55.556	48.923	51.035	51.599	-0.140	0.425	
000554	泰山石油	2.31	7.96	9548754	75467144	-0.199	-0.200	0.001	58.333	52.778	42.377	41.383	39.404	-0.440	-0.128	
000555	神州信息					-0.057	-0.138	0.163	50.000	52.778	51.797	50.400	45.330	0.140	0.405	
000557	西部创业					-0.212	-0.106	-0.211	58.333	48.611	40.880	40.183	44.201	-0.630	-1.152	
000558	莱茵体育	1.24	6.55	9119014	59171164	-0.270	-0.139	-0.262	33.333	30.556	21.358	27.952	36.634	-1.090	-0.860	
000559	万向钱潮	1.42	10.00	13269570	132028216	0.040	0.142	-0.205	50.000	34.722	36.710	44.097	49.979	-0.580	-0.568	
000560	昆百大Ａ	0.24	8.44	1468463	12325577	-0.106	-0.058	-0.094	33.333	33.333	29.309	34.672	39.204	-0.400	-0.227	
000561	烽火电子	0.85	9.53	3046363	28876772	-0.140	-0.032	-0.215	58.333	56.944	29.445	36.516	40.023	-0.650	-0.392	
000563	陕国投Ａ	2.08	5.89	143574704	827146304	0.135	0.061	0.148	58.333	51.389	84.194	74.886	62.343	0.670	0.292	
000564	供销大集	0.42	7.14	17448976	123321072	0.063	-0.023	0.173	66.667	58.333	88.891	76.341	60.344	0.640	0.322	
000565	渝三峡Ａ	0.72	9.73	9580232	91840480	-0.006	0.034	-0.080	50.000	50.000	37.219	44.038	45.058	-0.800	0.005	
000566	海南海药	0.08	13.15	4414695	57822440	0.029	0.029	-0.000	66.667	70.833	37.407	44.996	47.807	0.030	0.243	
000567	海德股份	3.81	28.08	6614981	179775360	0.659	0.570	0.179	58.333	54.167	74.539	67.614	59.364	1.560	0.375	
000568	泸州老窖	2.91	49.92	9382072	466896832	0.142	0.269	-0.256	66.667	55.556	61.749	56.095	56.263	1.000	-1.942	
000570	苏常柴Ａ	1.95	7.33	11638544	84552024	0.055	0.025	0.060	66.667	62.500	66.265	62.512	53.698	0.300	0.180	
000571	新大洲Ａ					0.035	-0.026	0.122	58.333	56.944	83.214	70.125	59.401	0.510	0.257	
000572	海马汽车	1.47	4.84	10259547	49180528	-0.074	-0.034	-0.080	41.667	45.833	27.168	32.399	38.310	-0.380	-0.190	
000573	粤宏远Ａ	1.34	6.06	5730833	34299876	-0.133	-0.094	-0.077	33.333	37.500	35.153	37.073	39.872	-0.430	-0.323	
000576	广东甘化	0.36	16.64	3174012	52754756	-0.117	-0.112	-0.011	50.000	40.278	62.366	50.665	49.728	-0.110	-0.348	
000581	威孚高科	5.15	25.92	28163738	718383424	0.577	0.679	-0.204	58.333	58.333	63.601	62.359	60.815	0.430	-0.292	
000582	北部湾港	1.02	11.90	9756295	115507336	-0.030	-0.115	0.170	50.000	48.611	53.694	51.880	48.479	0.400	0.542	
000584	友利控股	3.57	13.05	6711451	87035808	0.153	0.241	-0.176	33.333	33.333	52.687	54.253	57.040	-0.030	-0.148	
000585	东北电气	0.57	5.31	10417033	55152076	-0.210	-0.255	0.090	58.333	50.000	54.486	40.348	36.378	0.080	-0.173	
000586	汇源通信	0.96	22.14	1129650	24945016	0.858	0.737	0.242	75.000	76.389	71.490	70.997	64.240	2.360	2.423	
000587	金洲慈航	2.51	8.18	32263302	261326704	0.154	0.096	0.115	83.333	66.667	90.583	82.665	70.816	0.870	0.460	
000589	黔轮胎Ａ	2.04	5.49	9843874	53444868	0.001	0.028	-0.053	58.333	62.500	43.998	46.317	47.326	-0.150	0.015	
000590	启迪古汉	0.19	16.00	897131	14375265	-0.219	-0.235	0.031	58.333	51.389	54.292	46.429	43.878	-0.030	-0.263	
000591	太阳能	1.34	5.31	11456210	60087432	-0.045	-0.047	0.004	50.000	45.833	45.813	46.226	45.025	0.140	0.138	
000592	平潭发展	0.98	5.15	10647180	54508352	-0.073	-0.016	-0.114	41.667	45.833	34.615	38.933	42.676	-0.430	-0.348	
000593	大通燃气	1.34	8.29	1807312	14885027	-0.108	-0.035	-0.146	41.667	43.056	30.231	34.726	39.476	-0.570	-0.290	
000595	*ST宝实	2.56	4.80	11897233	56207752	0.044	0.039	0.009	50.000	47.222	52.897	53.660	47.009	-0.090	0.057	
000596	古井贡酒	1.17	47.62	3157925	149910480	-0.483	-0.213	-0.540	58.333	45.833	38.485	41.273	45.565	-2.280	-3.203	
000597	东北制药	2.02	11.12	12192300	132007632	0.116	0.166	-0.100	33.333	38.889	42.112	47.342	49.064	-0.200	0.290	
000598	兴蓉环境	1.62	5.66	20076572	112959824	0.014	0.028	-0.028	50.000	47.222	47.955	49.895	50.145	0.010	0.050	
000599	青岛双星	1.71	6.55	5453139	35468252	-0.081	-0.041	-0.080	50.000	51.389	38.117	39.858	42.374	-0.220	-0.157	
000600	建投能源	-0.10	10.37	27076520	277532320	-0.632	-0.393	-0.477	33.333	33.333	10.804	24.037	38.227	-2.030	-1.943	
000601	韶能股份	2.87	7.18	11260617	82484808	0.033	0.021	0.023	50.000	40.278	62.848	58.793	52.944	0.230	0.035	
000603	盛达矿业	10.04	14.25	8625474	120145208	0.150	0.174	-0.048	58.333	56.944	64.580	61.044	56.795	0.600	0.088	
000605	渤海股份	0.44	25.38	8693101	219802112	-1.169	-0.678	-0.981	50.000	44.444	22.198	30.390	40.852	-4.070	-2.895	
000606	神州易桥					-0.029	-0.007	-0.044	58.333	51.389	49.042	48.640	47.439	-0.110	-0.448	
000607	华媒控股	0.42	7.11	4654499	33069518	-0.111	-0.051	-0.119	41.667	47.222	22.804	32.435	37.748	-0.500	-0.288	
000608	阳光股份	0.41	7.28	2305490	16667147	-0.198	-0.195	-0.006	33.333	20.833	35.937	31.934	38.163	-0.150	-0.378	
000609	绵石投资	0.00	14.37	1391612	19890192	-0.148	-0.079	-0.138	50.000	47.222	36.585	40.288	42.456	-0.420	-0.618	
000610	西安旅游					-0.563	-0.608	0.089	25.000	26.389	42.760	36.615	36.270	-0.770	-1.030	
000611	天首发展	2.40	8.11	6582022	53436192	-0.262	-0.060	-0.404	41.667	48.611	26.718	33.950	40.736	-1.880	-0.845	
000612	焦作万方	9.95	9.39	51959344	480897536	0.214	0.147	0.132	58.333	55.556	74.658	69.134	61.123	1.240	0.692	
000613	*ST东海A					0.074	0.037	0.073	50.000	61.111	56.089	54.493	53.164	0.430	0.965	
000615	京汉股份	2.64	11.29	27544604	305885248	-1.142	-0.908	-0.468	33.333	37.500	18.490	22.323	33.149	-2.870	-2.267	
000616	海航投资	0.97	4.17	13661988	56501464	-0.063	-0.050	-0.027	50.000	52.778	34.053	36.899	40.210	-0.150	-0.103	
000617	中油资本	5.57	16.68	5496240	90686304	0.198	0.165	0.065	50.000	45.833	62.604	60.085	54.482	1.110	0.860	
000619	海螺型材	3.38	9.48	8146127	76359176	-0.012	-0.011	-0.002	58.333	52.778	53.127	51.754	47.819	0.020	0.127	
000620	新华联	1.50	6.77	2822617	18965004	-0.100	-0.071	-0.058	50.000	44.444	37.601	37.738	40.380	-0.290	-0.187	
000622	恒立实业	1.25	5.66	2332172	13038538	-0.212	-0.140	-0.144	25.000	30.556	26.403	29.627	34.572	-0.740	-0.527	
000623	吉林敖东	4.49	23.52	44949124	1038057408	0.253	0.256	-0.006	66.667	65.278	72.565	66.806	64.015	0.750	0.047	
000625	长安汽车	1.80	14.67	57873388	839669312	0.102	0.094	0.017	50.000	38.889	81.335	69.656	63.339	0.360	-0.193	
000626	远大控股	0.70	17.30	1978702	34038884	-0.110	0.219	-0.658	41.667	40.278	34.609	40.480	44.827	-1.440	-1.153	
000627	天茂集团	-0.20	9.93	84047672	830463744	0.595	0.451	0.288	66.667	63.889	91.381	84.836	78.542	1.860	1.377	
000628	高新发展	10.05	11.83	11325921	133985648	0.252	0.081	0.343	50.000	44.444	90.946	82.616	73.303	2.170	0.452	
000630	铜陵有色	4.75	3.09	445392352	1357197952	0.060	0.052	0.016	58.333	58.333	75.132	70.987	67.771	0.220	0.130	
000631	顺发恒业	0.49	4.07	8887211	35843508	-0.063	-0.026	-0.073	16.667	15.278	20.766	27.304	34.817	-0.330	-0.213	
